title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_date,box_office_first_week,box_office_second_week,press_eval,viewers_eval,views
Des gens qui s'embrassent,10 avril 2013,"Romance, Comédie",1h 40min,Danièle Thompson,"Danièle Thompson, Christopher Thompson","Eric Elmosnino, Lou de Laâge, Kad Merad",None,France,Pathé,Box Office France,"['10 au 17 avril 2013', '17 au 24 avril 2013']",108 173,34 576,"1,9","2,0",578188
Chocolat,3 février 2016,"Biopic, Drame",2h 00min,Roschdy Zem,Cyril Gely,"Omar Sy, James Thiérrée, Thibault de Montalembert",None,France,Gaumont Distribution,Box Office France,"['27 janvier au 3 février 2016', '03 au 10 février 2016']",15 772,603 737,"3,3","3,8",791638
L'Homme parfait,22 juin 2022,Comédie,1h 25min,Xavier Durringer,"Miller Duval, Xavier Durringer","Didier Bourdon, Pierre-François Martin-Laval, Valérie Karsenti",None,France,Orange Studio Distribution / UGC Distribution,Box Office France,"['22 au 29 juin 2022', '29 juin au 6 juillet 2022']",55 577,30 050,"1,5","1,9",151064
The Life of David Gale,23 avril 2003,"Drame, Policier, Thriller",2h 10min,Alan Parker,Charles Randolph,"Matt Craven, Constance Jones, Cleo King",None,U.S.A.,United International Pictures (UIP),Box Office France,"['23 au 30 avril 2003', '30 avril au 7 mai 2003']",194 002,134 984,"2,7","4,0",122943
Hannibal Rising,7 février 2007,Thriller,1h 55min,Peter Webber,Thomas Harris,"Gaspard Ulliel, Gong Li, Rhys Ifans",Interdit aux moins de 12 ans,France,Quinta Distribution,Box Office France,"['07 au 14 février 2007', '14 au 21 février 2007']",321 940,202 964,"2,2","2,7",572563
Rundskop,22 février 2012,"Drame, Policier",2h 09min,Michaël R. Roskam,Michaël R. Roskam,"Matthias Schoenaerts, Jeroen Perceval, Jeanne Dandoy",Interdit aux moins de 12 ans,Belgique,Ad Vitam,Box Office France,"['22 au 29 février 2012', '29 février au 7 mars 2012']",25 138,16 619,"4,2","4,1",444991
A Monster Calls,4 janvier 2017,"Fantastique, Drame",1h 48min,Juan Antonio Bayona,Patrick Ness,"Lewis MacDougall, Felicity Jones, Sigourney Weaver",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['04 au 11 janvier 2017', '11 au 18 janvier 2017']",54 497,10 853,"3,2","4,1",526818
The Curse of La Llorona,17 avril 2019,Epouvante-horreur,1h 34min,Michael Chaves,"Mikki Daughtry, Tobias Iaconis","Linda Cardellini, Roman Christou, Jaynee-Lynne Kinchen",Interdit aux moins de 12 ans,U.S.A.,Warner Bros. France,Box Office France,"['17 au 24 avril 2019', '24 avril au 1 mai 2019']",316 075,202 139,"2,7","2,2",342594
Knocked Up,10 octobre 2007,Comédie,2h 10min,Judd Apatow,Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd",None,U.S.A.,Paramount Pictures France,Box Office France,"['10 au 17 octobre 2007', '17 au 24 octobre 2007']",117 583,63 669,"3,1","2,5",298466
La Pièce rapportée,1 décembre 2021,Comédie,1h 26min,Antonin Peretjatko,Antonin Peretjatko,"Anaïs Demoustier, Josiane Balasko, Philippe Katerine",None,France,Diaphana Distribution,Box Office France,"['01 au 8 décembre 2021', '08 au 15 décembre 2021']",26 288,13 966,"3,2","2,3",145617
Battle of the Sexes,22 novembre 2017,"Biopic, Drame, Comédie",2h 02min,Jonathan Dayton,"Valerie Faris, Simon Beaufoy","Emma Stone, Steve Carell, Andrea Riseborough",None,Grande-Bretagne,Twentieth Century Fox France,Box Office France,"['22 au 29 novembre 2017', '29 novembre au 6 décembre 2017']",48 367,21 941,"3,4","3,6",337590
The Princess Diaries,24 octobre 2001,"Comédie, Famille, Romance",1h 51min,Garry Marshall,"Gina Wendkos, Meg Cabot","Julie Andrews, Anne Hathaway, Hector Elizondo",à partir de 10 ans (children's film),U.S.A.,Gaumont Buena Vista International (GBVI),Box Office France,"['24 au 31 octobre 2001', '31 octobre au 7 novembre 2001']",126 382,78 582,"2,0","2,8",127431
Irrational Man,14 octobre 2015,"Drame, Thriller, Romance",1h 35min,Woody Allen,Woody Allen,"Joaquin Phoenix, Emma Stone, Parker Posey",None,U.S.A.,Mars Films,Box Office France,"['14 au 21 octobre 2015', '21 au 28 octobre 2015']",354 687,248 828,"3,7","3,6",675578
Ocean's Thirteen,20 juin 2007,"Policier, Comédie dramatique, Comédie, Thriller",2h 02min,Steven Soderbergh,"Brian Koppelman, David Levien","George Clooney, Brad Pitt, Matt Damon",None,U.S.A.,Warner Bros. France,Box Office France,"['20 au 27 juin 2007', '27 juin au 4 juillet 2007']",871 826,376 977,"2,4","3,2",1576377
Duplex,7 juillet 2004,Comédie,1h 29min,Danny DeVito,Larry Doyle,"Ben Stiller, Drew Barrymore, Eileen Essell",None,U.S.A.,TFM Distribution,Box Office France,"['07 au 14 juillet 2004', '26 au 29 septembre 2003']",101 217,None,"3,3","2,6",77383
L'Amour flou,10 octobre 2018,Comédie,1h 37min,Romane Bohringer,"Philippe Rebbot, Romane Bohringer, Philippe Rebbot","Romane Bohringer, Philippe Rebbot, Rose Rebbot-Bohringer",None,France,Rezo Films,Box Office France,"['10 au 17 octobre 2018', '17 au 24 octobre 2018']",57 549,40 439,"3,9","3,7",361192
Alpha Dog,28 mars 2007,"Drame, Biopic",1h 56min,Nick Cassavetes,Nick Cassavetes,"Emile Hirsch, Justin Timberlake, Sharon Stone",Interdit aux moins de 12 ans,U.S.A.,Metropolitan FilmExport,Box Office France,"['28 mars au 4 avril 2007', '04 au 11 avril 2007']",129 674,67 730,"3,2","3,2",230104
Mea Culpa,5 février 2014,"Thriller, Policier",1h 31min,Fred Cavayé,"Fred Cavayé, Guillaume Lemans","Vincent Lindon, Gilles Lellouche, Nadine Labaki","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Gaumont Distribution,Box Office France,"['05 au 12 février 2014', '12 au 19 février 2014']",226 968,138 863,"2,8","3,3",658112
Fast & Furious,8 avril 2009,Action,1h 40min,Justin Lin,Chris Morgan,"Vin Diesel, Paul Walker, Jordana Brewster",None,U.S.A.,Universal Pictures International France,Box Office France,"['08 au 15 avril 2009', '15 au 22 avril 2009']",1 020 741,416 868,"2,3","2,9",2218988
Ray,23 février 2005,"Biopic, Drame, Musical",2h 32min,Taylor Hackford,"Jimmy White, James L. White","Bokeem Woodbine, Harry Lennix, Jamie Foxx",None,U.S.A.,United International Pictures (UIP),Box Office France,"['23 février au 2 mars 2005', '02 au 9 mars 2005']",381 813,340 988,"4,1","4,1",189470
Ron's Gone Wrong,20 octobre 2021,"Animation, Famille, Aventure, Science fiction",1h 47min,Sarah Smith,"Jean-Philippe Vine, Octavio E. Rodriguez, Peter Baynham, Sarah Smith","Jack Dylan Grazer, Zach Galifianakis, Ed Helms",à partir de 8 ans (children's film),U.S.A.,The Walt Disney Company France,Box Office France,"['20 au 27 octobre 2021', '27 octobre au 3 novembre 2021']",137 238,227 635,"3,5","3,9",100044
No Reservations,12 septembre 2007,"Comédie dramatique, Romance",1h 43min,Scott Hicks,Carol Fuchs,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin",None,U.S.A.,Warner Bros. France,Box Office France,"['12 au 19 septembre 2007', '19 au 26 septembre 2007']",108 309,81 201,"2,6","3,1",199052
Out of Time,None,"Policier, Thriller, Action",1h 45min,Carl Franklin,Dave Collard,"Denzel Washington, Eva Mendes, Dean Cain",None,U.S.A.,UFD,Box Office France,"['28 janvier au 4 février 2004', '03 au 6 octobre 2003']",117 652,None,"2,8","2,7",46936
Il a déjà tes yeux,18 janvier 2017,Comédie,1h 35min,Lucien Jean-Baptiste,"Sébastien Mounier, Marie-Françoise Colombani","Aïssa Maïga, Lucien Jean-Baptiste, Zabou Breitman",None,France,UGC Distribution,Box Office France,"['18 au 25 janvier 2017', '25 janvier au 1 février 2017']",455 096,305 636,"3,3","3,4",926228
I Am Number Four,6 avril 2011,"Science fiction, Action",1h 51min,D.J. Caruso,"Alfred Gough, Miles Millar","Alex Pettyfer, Timothy Olyphant, Teresa Palmer",None,U.S.A.,The Walt Disney Company France,Box Office France,"['06 au 13 avril 2011', '13 au 20 avril 2011']",259 311,190 198,"1,9","3,0",2735148
Protéger et servir,3 février 2010,"Comédie, Policier",1h 30min,Eric Lavaine,"Eric Lavaine, Héctor Cabello Reyes","Kad Merad, Clovis Cornillac, Carole Bouquet",None,France,Pathé,Box Office France,"['03 au 10 février 2010', '10 au 17 février 2010']",229 506,144 454,"1,7","1,4",611211
The Invitation,24 août 2022,"Epouvante-horreur, Thriller",1h 46min,Jessica M. Thompson,"Blair Butler, Jessica M. Thompson","Nathalie Emmanuel, Thomas Doherty, Alana Boden","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Sony Pictures Releasing France,Box Office France,"['24 au 31 août 2022', '31 août au 7 septembre 2022']",70 137,40 276,"1,3","1,7",110381
Searching,12 septembre 2018,"Thriller, Drame",1h 42min,Aneesh Chaganty,"Aneesh Chaganty, Sev Ohanian","John Cho, Debra Messing, Michelle La",None,U.S.A.,Sony Pictures Releasing France,Box Office France,"['12 au 19 septembre 2018', '19 au 26 septembre 2018']",64 588,39 408,"3,1","3,9",587834
The Queen's Corgi,10 avril 2019,"Animation, Famille",1h 25min,Ben Stassen,"Vincent Kesteloot, Rob Sprackling, John R. Smith","Guillaume Gallienne, Jack Whitehall, Franck Gastambide",à partir de 6 ans (children's film),Belgique,Apollo Films,Box Office France,"['10 au 17 avril 2019', '17 au 24 avril 2019']",284 498,147 034,"3,3","2,4",369047
Yip Man 4,22 juillet 2020,"Action, Arts Martiaux, Drame, Biopic",1h 45min,Wilson Yip,"Hiroshi Fukazawa, Edmond Wong","Donnie Yen, Scott Adkins, Danny Kwok-Kwan Chan",None,Hong-Kong,Eurozoom,Box Office France,"['22 au 29 juillet 2020', '29 juillet au 5 août 2020']",58 408,35 762,"3,3","3,7",197733
The New World,15 février 2006,"Aventure, Historique, Romance",2h 16min,Terrence Malick,Terrence Malick,"Colin Farrell, Christian Bale, Q'Orianka Kilcher",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['15 au 22 février 2006', '22 février au 1 mars 2006']",315 159,175 551,"4,2","3,1",92163
Lucky Number Slevin,28 juin 2006,"Thriller, Policier, Comédie",1h 48min,Paul McGuigan,Jason Smilovic,"Morgan Freeman, Stanley Tucci, John Ghaly","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Metropolitan FilmExport,Box Office France,"['28 juin au 5 juillet 2006', '05 au 12 juillet 2006']",113 754,80 508,"2,9","3,8",263400
Swordfish,12 septembre 2001,"Thriller, Action, Policier",1h 39min,Dominic Sena,Skip Woods,"John Travolta, Hugh Jackman, Halle Berry",Interdit aux moins de 12 ans,U.S.A.,Warner Bros. France,Box Office France,"['12 au 19 septembre 2001', '19 au 26 septembre 2001']",366 793,190 753,"2,7","2,9",80429
The Emoji Movie,18 octobre 2017,"Animation, Aventure, Comédie",1h 26min,Tony Leondis,"Tony Leondis, Eric Siegel","T.J. Miller, James Corden, Anna Faris",à partir de 8 ans (children's film),U.S.A.,Sony Pictures Releasing France,Box Office France,"['18 au 25 octobre 2017', '25 octobre au 1 novembre 2017']",258 815,195 100,"1,8","1,9",423316
A Simple Favor,26 septembre 2018,"Thriller, Policier",1h 57min,Paul Feig,Jessica Sharzer,"Anna Kendrick, Blake Lively, Henry Golding",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['26 septembre au 3 octobre 2018', '03 au 10 octobre 2018']",103 377,53 680,"2,8","3,5",262864
Redeeming Love,None,"Drame, Romance, Historique",2h 14min,D.J. Caruso,"Francine Rivers, D.J. Caruso","Abigail Cowen, Tom Lewis (V), Famke Janssen",None,U.S.A.,Saje Distribution,Box Office US,"['21 au 24 janvier 2022', '28 au 31 janvier 2022']",3 710 000,1 850 000,"3,5",--,3691
The Wall,7 juin 2017,"Thriller, Guerre",1h 28min,Doug Liman,Dwain Worrell,"Aaron Taylor-Johnson, John Cena, Laith Nakli","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Metropolitan FilmExport,Box Office France,"['07 au 14 juin 2017', '14 au 21 juin 2017']",45 452,22 804,"3,1","3,0",607482
House of Wax,25 mai 2005,"Epouvante-horreur, Thriller",1h 53min,Jaume Collet-Serra,"Charles Belden, Carey W. Hayes","Elisha Cuthbert, Chad Michael Murray, Paris Hilton",Interdit aux moins de 16 ans,U.S.A.,Warner Bros. France,Box Office France,"['25 mai au 1 juin 2005', '01 au 8 juin 2005']",140 644,100 591,"3,7","2,5",368414
Liberté-Oléron,20 juin 2001,Comédie,1h 47min,Bruno Podalydès,"Bruno Podalydès, Denis Podalydès","Denis Podalydès, Guilaine Londez, Arnaud Jalbert",None,France,UFD,Box Office France,"['20 au 27 juin 2001', '27 juin au 4 juillet 2001']",70 059,84 477,"3,4","3,2",25450
Zwartboek,29 novembre 2006,"Drame, Guerre",2h 25min,Paul Verhoeven,"Gerard Soeteman, Paul Verhoeven","Carice van Houten, Sebastian Koch, Thom Hoffman",None,Grande-Bretagne,Pathé,Box Office France,"['29 novembre au 6 décembre 2006', '06 au 13 décembre 2006']",59 797,29 714,"4,1","4,0",214269
Cloclo,14 mars 2012,"Biopic, Drame, Musical",2h 28min,Florent Siri,Julien Rappeneau,"Jérémie Renier, Benoît Magimel, Monica Scattini",None,France,StudioCanal,Box Office France,"['14 au 21 mars 2012', '21 au 28 mars 2012']",1 006 479,338 417,"3,6","4,0",2570678
La Délicatesse,21 décembre 2011,"Romance, Comédie",1h 48min,David Foenkinos,"Stéphane Foenkinos, David Foenkinos","Audrey Tautou, François Damiens, Bruno Todeschini",None,France,StudioCanal,Box Office France,"['21 au 28 décembre 2011', '28 décembre 2011 au 4 janvier 2012']",222 101,231 536,"2,5","3,4",2212427
Bullet to the Head,27 février 2013,"Action, Thriller",1h 31min,Walter Hill,"Alessandro Camon, Walter Hill","Sylvester Stallone, Sung Kang, Sarah Shahi",Interdit aux moins de 12 ans,U.S.A.,Metropolitan FilmExport,Box Office France,"['27 février au 6 mars 2013', '06 au 13 mars 2013']",98 210,32 843,"1,9","2,6",971027
Ma part du gâteau,16 mars 2011,Comédie dramatique,1h 49min,Cédric Klapisch,Cédric Klapisch,"Karin Viard, Gilles Lellouche, Audrey Lamy",None,France,StudioCanal,Box Office France,"['16 au 23 mars 2011', '23 au 30 mars 2011']",530 847,235 931,"2,7","2,6",1456262
Dredd,11 février 2013,"Action, Science fiction, Thriller",1h 35min,Pete Travis,"Alex Garland, Carlos Ezquerra","Karl Urban, Olivia Thirlby, Lena Headey",None,U.S.A.,2 nominations,Box Office US,"['22 au 25 septembre 2012', '28 septembre 2012 au 1 octobre 2012']",6 278 491,2 363 956,"3,2",--,170616
Joyeux Noël,9 novembre 2005,"Drame, Guerre, Historique",1h 55min,Christian Carion,Christian Carion,"Diane Kruger, Benno Fürmann, Guillaume Canet",None,France,UGC,Box Office France,"['09 au 16 novembre 2005', '16 au 23 novembre 2005']",606 009,398 160,"3,1","3,8",318974
Halal police d'Etat,16 février 2011,Comédie,1h 38min,Rachid Dhibou,"Ramzy Bedia, Eric Judor","Ramzy Bedia, Eric Judor, Jean-Pierre Lazzerini",à partir de 10 ans (children's film),France,EuropaCorp Distribution,Box Office France,"['16 au 23 février 2011', '23 février au 2 mars 2011']",403 883,241 541,"2,9","1,3",2127402
Trolls,19 octobre 2016,"Animation, Aventure, Fantastique, Comédie musicale",1h 33min,Walt Dohrn,"Mike Mitchell (V), Jonathan Aibel, Glenn Berger","Louane Emera, Anna Kendrick, Matt Pokora",à partir de 6 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office France,"['19 au 26 octobre 2016', '26 octobre au 2 novembre 2016']",976 227,888 215,"2,9","3,3",693502
"Percy Jackson: Sea of Monsters
",14 août 2013,"Fantastique, Aventure",1h 46min,Thor Freudenthal,"Marc Guggenheim, Larry Karaszewski","Logan Lerman, Brandon T. Jackson, Alexandra Daddario",à partir de 8 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office France,"['14 au 21 août 2013', '21 au 28 août 2013']",549 325,391 482,"2,0","2,8",599617
Quand J'étais Chanteur,13 septembre 2006,"Comédie dramatique, Romance",1h 52min,Xavier Giannoli,Xavier Giannoli,"Gérard Depardieu, Cécile de France, Mathieu Amalric",None,France,EuropaCorp Distribution,Box Office France,"['13 au 20 septembre 2006', '20 au 27 septembre 2006']",391 284,242 827,"4,1","2,5",224692
Sales Gosses,19 juillet 2017,Comédie,1h 28min,Frédéric Quiring,Frédéric Quiring,"Thomas Solivérès, Tanya Lopert, Albert Delpy",None,France,UGC Distribution,Box Office France,"['19 au 26 juillet 2017', '26 juillet au 2 août 2017']",212 734,151 747,"2,6","2,2",611592
Race,27 juillet 2016,"Drame, Biopic, Historique",2h 03min,Stephen Hopkins,"Anna Waterhouse, Joe Shrapnel","Stephan James, Jason Sudeikis, Eli Goree",None,Canada,LFR Films,Box Office France,"['27 juillet au 3 août 2016', '03 au 10 août 2016']",82 572,42 078,"2,8","4,0",406078
The World's End,28 août 2013,"Action, Comédie, Science fiction",1h 49min,Edgar Wright,"Simon Pegg, Edgar Wright","Simon Pegg, Nick Frost, Martin Freeman",None,Grande-Bretagne,Universal Pictures International France,Box Office France,"['28 août au 4 septembre 2013', '04 au 11 septembre 2013']",58 161,37 126,"3,2","3,4",306732
Sleeping Beauty,16 novembre 2011,Drame,1h 41min,Julia Leigh,Julia Leigh,"Emily Browning, Rachael Blake, Ewen Leslie",Interdit aux moins de 16 ans,Australie,ARP Sélection,Box Office France,"['16 au 23 novembre 2011', '23 au 30 novembre 2011']",14 983,7 620,"3,3","2,0",689321
Persian Lessons,19 janvier 2022,"Historique, Drame, Guerre",2h 07min,Vadim Perelman,Ilja Zofin,"Nahuel Perez Biscayart, Lars Eidinger, Jonas Nay","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Russie,KMBO,Box Office France,"['19 au 26 janvier 2022', '26 janvier au 2 février 2022']",28 377,15 481,"3,0","4,0",126965
Dawn of the Planet of the Apes,30 juillet 2014,"Science fiction, Action",2h 11min,Matt Reeves,"Rick Jaffa, Amanda Silver","Andy Serkis, Jason Clarke, Gary Oldman",None,U.S.A.,Twentieth Century Fox France,Box Office France,"['30 juillet au 6 août 2014', '06 au 13 août 2014']",1 746 921,849 215,"3,6","3,9",1185573
Verónica,24 janvier 2018,Epouvante-horreur,1h 45min,Paco Plaza,"Fernando Navarro, Paco Plaza","Sandra Escacena, Bruna González, Claudia Placer",Interdit aux moins de 12 ans,Espagne,Wild Bunch Distribution,Box Office France,"['24 au 31 janvier 2018', '31 janvier au 7 février 2018']",73 210,41 860,"2,5","2,5",282145
L'inconnu du lac,12 juin 2013,"Drame, Policier",1h 37min,Alain Guiraudie,Alain Guiraudie,"Pierre Deladonchamps, Christophe Paou, Patrick d'Assumçao",Interdit aux moins de 16 ans,France,Les Films du Losange,Box Office France,"['12 au 19 juin 2013', '19 au 26 juin 2013']",40 092,25 898,"4,2","3,1",310126
The Judge,22 octobre 2014,Drame,2h 21min,David Dobkin,"Nick Schenk, Bill Dubuque","Robert Downey Jr., Robert Duvall, Billy Bob Thornton",None,U.S.A.,Warner Bros. France,Box Office France,"['22 au 29 octobre 2014', '29 octobre au 5 novembre 2014']",82 344,32 131,"2,6","4,0",248993
La Lutte des Classes,3 avril 2019,Comédie,1h 43min,Michel Leclerc,"Michel Leclerc, Baya Kasmi","Leïla Bekhti, Edouard Baer, Ramzy Bedia",None,France,UGC Distribution,Box Office France,"['03 au 10 avril 2019', '10 au 17 avril 2019']",150 948,93 655,"3,6","2,9",515277
The Master,9 janvier 2013,Drame,2h 17min,Paul Thomas Anderson,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['09 au 16 janvier 2013', '16 au 23 janvier 2013']",112 747,42 159,"3,8","3,0",447455
Priest,11 mai 2011,"Aventure, Epouvante-horreur, Science fiction",1h 27min,Scott Stewart (XX),Cory Goodman,"Paul Bettany, Karl Urban, Cam Gigandet","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Sony Pictures Releasing France,Box Office France,"['11 au 18 mai 2011', '18 au 25 mai 2011']",146 463,51 281,"3,0","2,4",1273496
