title,release_date,genre,duration,director,producers,cast,press_eval,viewers_eval,age_limit,nationality,distributor,views,box_office_title,box_office_date,box_office_first_week,box_office_second_week
The X-Files: I Want to Believe,30 juillet 2008,"['Science fiction', 'Policier', 'Thriller']",1h 44min,Chris Carter,"['Frank Spotnitz', 'Chris Carter']","['David Duchovny', 'Gillian Anderson', 'Amanda Peet']","2,4","2,0","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Twentieth Century Fox France,253425,['Box Office France'],"['30 juillet au 6 août 2008', '06 au 13 août 2008']",226 630,84 284
J'ai toujours rêvé d'être un gangster,26 mars 2008,"['Comédie dramatique', 'Policier']",1h 53min,Samuel Benchetrit,['Samuel Benchetrit'],"['Anna Mouglalis', 'Edouard Baer', 'Jean Rochefort']","3,0","3,5",,France,Mars Films,314840,['Box Office France'],"['26 mars au 2 avril 2008', '02 au 9 avril 2008']",79 238,52 115
Little Fockers,22 décembre 2010,['Comédie'],1h 45min,Paul Weitz,"['John Hamburg', 'Larry Stuckey']","['Robert De Niro', 'Ben Stiller', 'Owen Wilson']","2,3","2,6",à partir de 10 ans (children's film),U.S.A.,Paramount Pictures France,2398039,['Box Office France'],"['22 au 29 décembre 2010', '29 décembre 2010 au 5 janvier 2011']",450 927,361 676
The One,28 novembre 2001,"['Science fiction', 'Action']",1h 27min,James Wong,"['Glen Morgan', 'James Wong']","['Jet Li', 'Delroy Lindo', 'Jason Statham']","2,6","2,0",,U.S.A.,Columbia TriStar Films,34480,['Box Office France'],"['28 novembre au 5 décembre 2001', '05 au 12 décembre 2001']",264 342,139 517
Shun liu Ni liu,,['Action'],1h 53min,Tsui Hark,"['Koan Hui', 'Tsui Hark']","['Nicholas Tse', 'Wu Bai', 'Candy Lo']","3,8","3,4",Interdit aux moins de 12 ans,Chine,Columbia TriStar Films,112653,['Box Office France'],['12 au 19 décembre 2001'],30 798,
Gemma Bovery,10 septembre 2014,"['Comédie', 'Drame']",1h 39min,Anne Fontaine,"['Anne Fontaine', 'Pascal Bonitzer']","['Gemma Arterton', 'Fabrice Luchini', 'Jason Flemyng']","3,4","3,3",,France,Gaumont Distribution,526741,['Box Office France'],"['03 au 10 septembre 2014', '10 au 17 septembre 2014']",7 466,223 688
Sahara,1 juin 2005,['Aventure'],2h 05min,Breck Eisner,"['Thomas Dean Donnelly', 'Joshua Oppenheimer']","['Matthew McConaughey', 'Steve Zahn', 'Penélope Cruz']","3,1","2,4",,U.S.A.,SND,141145,['Box Office France'],"['01 au 8 juin 2005', '08 au 15 juin 2005']",176 199,92 251
Les Brigades du Tigre,12 avril 2006,['Policier'],2h 05min,Jérôme Cornuau,"['Xavier Dorison', 'Fabien Nury']","['Clovis Cornillac', 'Diane Kruger', 'Edouard Baer']","3,3","2,4",,France,TFM Distribution,171731,['Box Office France'],"['12 au 19 avril 2006', '19 au 26 avril 2006']",407 863,178 255
Sennen joyû,,"['Animation', 'Drame', 'Fantastique', 'Romance']",1h 28min,Satoshi Kon,"['Satoshi Kon', 'Sadayuki Murai']","['Miyoko Shôji', 'Mami Koyama', 'Fumiko Orikasa']","4,7","4,0",,Japon,Septième Factory,304106,['Box Office France'],"['18 au 25 décembre 2019', '25 décembre 2019 au 1 janvier 2020']",2 524,1 493
Isn't It Romantic,,"['Comédie', 'Romance']",1h 30min,Todd Strauss-Schulson,"['Erin Cardillo', 'Dana Fox']","['Rebel Wilson', 'Liam Hemsworth', 'Adam Devine']","2,8",--,,U.S.A.,Netflix France,72415,['Box Office US'],"['15 au 18 février 2019', '22 au 25 février 2019']",14 247 758,7 121 121
Danse avec lui,21 février 2007,['Drame'],1h 58min,Valérie Guignabodet,['Valérie Guignabodet'],"['Mathilde Seigner', 'Sami Frey', 'Jean-François Pignon']","3,1","2,7",,France,Wild Bunch Distribution,366109,['Box Office France'],"['21 au 28 février 2007', '28 février au 7 mars 2007']",361 071,233 913
A trois on y va,25 mars 2015,"['Comédie', 'Romance']",1h 26min,Jérôme Bonnell,['Jérôme Bonnell'],"['Anaïs Demoustier', 'Félix Moati', 'Sophie Verbeeck']","3,9","3,1",,France,Wild Bunch Distribution,506310,['Box Office France'],"['25 mars au 1 avril 2015', '01 au 8 avril 2015']",66 999,22 704
Little Gay Boy,,['Drame'],1h 12min,Antony Hickling,['Antony Hickling'],"['Gaëtan Vettier', 'Amanda Dawson', 'Manuel Blanc']","3,3","3,3",Interdit aux moins de 18 ans,France,The Open Reel,68668,['Box Office France'],"['28 octobre au 4 novembre 2015', '04 au 11 novembre 2015']",154,64
Nebenan,29 décembre 2021,['Comédie'],1h 32min,Daniel Brühl,['Daniel Kehlmann'],"['Daniel Brühl', 'Peter Kurth', 'Rike Eckermann']","3,2","2,9",,Allemagne,Eurozoom,15949,['Box Office France'],"['29 décembre 2021 au 5 janvier 2022', '05 au 12 janvier 2022']",8 910,3 320
Starred Up,4 juin 2014,['Drame'],1h 45min,David Mackenzie,['Jonathan Asser'],"[""Jack O'Connell"", 'Rupert Friend', 'Ben Mendelsohn']","3,8","4,0",Interdit aux moins de 12 ans avec avertissement,Grande-Bretagne,Wild Side Films / Le Pacte,618230,['Box Office France'],"['04 au 11 juin 2014', '11 au 18 juin 2014']",35 412,21 023
"Kimi to, nami ni noretara",1 septembre 2021,"['Animation', 'Romance', 'Fantastique']",1h 35min,Masaaki Yuasa,['Reiko Yoshida'],"['Ryōta Katayose', 'Rina Kawaei', 'Honoka Matsumoto']","3,7","3,5",,Japon,Alba Films,92020,['Box Office France'],"['01 au 8 septembre 2021', '08 au 15 septembre 2021']",5 636,2 737
Place Vendôme,,['Comédie dramatique'],1h 57min,Nicole Garcia,"['Emmanuel Bourdieu', 'Jacques Fieschi']","['Catherine Deneuve', 'Jacques Dutronc', 'Jean-Pierre Bacri']","2,4",--,,France,1 prix et 11 nominations,16267,['Box Office France'],['11 au 18 novembre 1998'],37 701,
The Novice,11 janvier 2023,"['Drame', 'Thriller']",1h 37min,Lauren Hadaway,['Lauren Hadaway'],"['Isabelle Fuhrman', 'Amy Forsyth', ' Dilone']","3,2","3,2","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Star Invest Films France,74276,['Box Office France'],"['11 au 18 janvier 2023', '18 au 25 janvier 2023']",420,48
Pozitia Copilului,15 janvier 2014,['Drame'],1h 52min,Calin Peter Netzer,"['Razvan Radulescu', 'Calin Peter Netzer']","['Luminita Gheorghiu', 'Bogdan Dumitrache', 'Ilinca Goia']","3,5","2,7",,Roumanie,Dulac Distribution,145994,['Box Office France'],"['15 au 22 janvier 2014', '22 au 29 janvier 2014']",17 303,6 408
Grudge Match,22 janvier 2014,['Comédie'],1h 53min,Peter Segal,"['Tim Kelleher', 'Rodney Rothman']","['Sylvester Stallone', 'Robert De Niro', 'Kevin Hart']","2,1","3,3",,U.S.A.,Warner Bros. France,347896,['Box Office France'],"['22 au 29 janvier 2014', '29 janvier au 5 février 2014']",98 045,34 100
God Bless America,10 octobre 2012,['Comédie'],1h 40min,Bobcat Goldthwait,['Bobcat Goldthwait'],"['Joel Murray', 'Tara Lynne Barr', 'Melinda Page Hamilton']","3,1","4,0",Interdit aux moins de 12 ans,U.S.A.,Potemkine Films,933497,['Box Office France'],"['03 au 10 octobre 2012', '10 au 17 octobre 2012']",376,24 155
Las Aventuras de Tadeo Jones,17 avril 2013,"['Animation', 'Aventure', 'Comédie']",1h 31min,Enrique Gato,"['Javier López Barreira', 'Gorka Magallón']","['Eric Judor', 'Oscar Barberán', 'Meritxell Ané']","3,0","3,2",à partir de 6 ans (children's film),Espagne,StudioCanal,344695,['Box Office France'],"['17 au 24 avril 2013', '24 avril au 1 mai 2013']",87 908,96 091
Churchill,31 mai 2017,"['Biopic', 'Drame', 'Guerre']",1h 45min,Jonathan Teplitzky,['Alex von Tunzelmann'],"['Brian Cox', 'Miranda Richardson', 'John Slattery']","2,6","3,1",,Grande-Bretagne,Orange Studio Distribution / UGC Distribution,259062,['Box Office France'],"['31 mai au 7 juin 2017', '07 au 14 juin 2017']",29 457,13 593
Child's Play,19 juin 2019,['Epouvante-horreur'],1h 30min,Lars Klevberg,['Tyler Burton Smith'],"['Mark Hamill', 'Aubrey Plaza', 'Gabriel Bateman']","3,0","2,7",Interdit aux moins de 12 ans,U.S.A.,Paramount Pictures France,150111,['Box Office France'],"['19 au 26 juin 2019', '26 juin au 3 juillet 2019']",87 030,75 847
Le Skylab,5 octobre 2011,['Comédie'],1h 53min,Julie Delpy,['Julie Delpy'],"['Julie Delpy', 'Noémie Lvovsky', 'Bernadette Lafont']","3,2","2,7",,France,Mars Films,1086815,['Box Office France'],"['05 au 12 octobre 2011', '12 au 19 octobre 2011']",129 376,63 200
Hitganvut Yehidim,25 mai 2011,['Drame'],1h 56min,Dover Kosashvili,"['Dover Kosashvili', 'Reuven Hecker']","['Guy Adler', 'Oz Zehavi', 'Michael Aloni']","2,8","2,3",,Israël,Dulac Distribution,242729,['Box Office France'],"['25 mai au 1 juin 2011', '01 au 8 juin 2011']",5 157,2 257
Crisis,,['Thriller'],1h 58min,Nicholas Jarecki,['Nicholas Jarecki'],"['Gary Oldman', 'Greg Kinnear', 'Evangeline Lilly']","2,7",--,,U.S.A.,Metropolitan FilmExport,19752,['Box Office US'],"['26 février 2021 au 1 mars 2021', '05 au 8 mars 2021']",190 649,110 471
Machete Kills,2 octobre 2013,['Action'],1h 47min,Robert Rodriguez,['Kyle Ward'],"['Danny Trejo', 'Michelle Rodriguez', 'Mel Gibson']","2,9","2,8",Interdit aux moins de 12 ans,U.S.A.,Wild Bunch Distribution,1150002,['Box Office France'],"['02 au 9 octobre 2013', '09 au 16 octobre 2013']",86 223,41 221
Journal d’une femme de chambre,1 avril 2015,['Drame'],1h 35min,Benoit Jacquot,"['Benoit Jacquot', 'Hélène Zimmer']","['Léa Seydoux', 'Vincent Lindon', 'Clotilde Mollet']","3,7","2,4",,France,Mars Films,543387,['Box Office France'],"['01 au 8 avril 2015', '08 au 15 avril 2015']",140 593,76 878
Hannah Montana: The Movie,17 juin 2009,"['Comédie', 'Comédie musicale']",1h 43min,Peter Chelsom,"['Dan Berendsen', 'Michael Poryes']","['Miley Cyrus', 'Emily Osment', 'Lucas Till']","1,8","2,4",à partir de 8 ans (children's film),U.S.A.,The Walt Disney Company France,575636,['Box Office France'],"['17 au 24 juin 2009', '24 juin au 1 juillet 2009']",135 334,89 798
15 août,18 avril 2001,['Comédie'],1h 32min,Patrick Alessandrin,['Lisa Azuelos'],"['Richard Berry', 'Charles Berling', 'Jean-Pierre Darroussin']","3,0","2,1",,France,EuropaCorp Distribution,24774,['Box Office France'],"['18 au 25 avril 2001', '25 avril au 2 mai 2001']",344 277,294 430
My Hero Academia: Heroes Rising,20 août 2020,"['Action', 'Animation', 'Comédie']",1h 44min,Kenji Nagasaki,['Yosuke Kuroda'],"['Daiki Yamashita', 'Nobuhiko Okamoto', 'Yuka Terasaki']","4,2",--,,Japon,CGR EVENTS,2635,['Box Office US'],"['28 février 2020 au 2 mars 2020', '06 au 9 mars 2020']",5 796 862,1 704 205
Mauvaise fille,28 novembre 2012,['Drame'],1h 48min,Patrick Mille,"['Patrick Mille', 'Justine Levy']","['Izïa Higelin', 'Carole Bouquet', 'Bob Geldof']","3,1","2,4",,France,ARP Sélection,1034402,['Box Office France'],"['28 novembre au 5 décembre 2012', '05 au 12 décembre 2012']",42 660,15 633
Kriegerin,27 mars 2013,['Drame'],1h 40min,David Wnendt,['David Wnendt'],"['Alina Levshin', 'Jella Haase', 'Gerdy Zint']","2,8","3,7",Interdit aux moins de 12 ans avec avertissement,Allemagne,UFO Distribution,140572,['Box Office France'],"['27 mars au 3 avril 2013', '03 au 10 avril 2013']",6 039,2 222
Paper Towns,12 août 2015,"['Aventure', 'Romance', 'Drame']",1h 49min,Jake Schreier,"['Scott Neustadter', 'Michael H. Weber']","['Nat Wolff', 'Cara Delevingne', 'Justice Smith']","2,7","3,0",,U.S.A.,Twentieth Century Fox France,437406,['Box Office France'],"['12 au 19 août 2015', '19 au 26 août 2015']",210 483,142 691
Mia et le Migou,10 décembre 2008,['Animation'],1h 31min,Jacques-Rémy Girerd,"['Jacques-Rémy Girerd', 'Antoine Lanciaux']","['Dany Boon', 'Garance Lagraa', 'Charlie Girerd']","4,1","3,6",à partir de 6 ans (children's film),France,Folimage Studio,148447,['Box Office France'],"['10 au 17 décembre 2008', '17 au 24 décembre 2008']",127 474,121 071
Ella Enchanted,11 mai 2005,"['Comédie', 'Fantastique', 'Romance']",1h 36min,Tommy O'Haver,"['Jennifer Heath', 'Michele J. Wolff']","['Anne Hathaway', 'Hugh Dancy', 'Cary Elwes']","3,3","2,9",,U.S.A.,TFM Distribution,73390,['Box Office US'],"['09 au 12 avril 2004', '16 au 19 avril 2004']",6 169 030,4 418 000
Sky,6 avril 2016,['Drame'],1h 43min,Fabienne Berthaud,"['Fabienne Berthaud', 'Pascal Arnold']","['Diane Kruger', 'Norman Reedus', 'Gilles Lellouche']","2,7","3,7",,France,Haut et Court,122923,['Box Office France'],"['06 au 13 avril 2016', '13 au 20 avril 2016']",17 657,9 592
Kapringen,10 juillet 2013,"['Drame', 'Thriller']",1h 43min,Tobias Lindholm,['Tobias Lindholm'],"['Pilou Asbæk', 'Søren Malling', 'Dar Salim']","3,8","3,8",,Danemark,Ad Vitam,243083,['Box Office France'],"['10 au 17 juillet 2013', '17 au 24 juillet 2013']",25 871,17 028
Nocturama,31 août 2016,"['Drame', 'Thriller']",2h 10min,Bertrand Bonello,['Bertrand Bonello'],"['Finnegan Oldfield', 'Vincent Rottiers', 'Hamza Meziani']","3,4","2,7","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Wild Bunch Distribution,375656,['Box Office France'],"['31 août au 7 septembre 2016', '07 au 14 septembre 2016']",28 472,12 101
Totally Spies! Le film,22 juillet 2009,"['Animation', 'Aventure', 'Comédie']",1h 28min,Pascal Jardin (II),"['Michelle Lamoreaux', 'Robert Lamoreaux']","['Andrea Baker', 'Adrian Truss', 'Fily Keita']","2,7","2,1",à partir de 8 ans (children's film),France,Mars Films,287703,['Box Office France'],"['22 au 29 juillet 2009', '29 juillet au 5 août 2009']",85 666,32 166
Les Reines du ring,3 juillet 2013,['Comédie'],1h 41min,Jean-Marc Rudnicki,"['Manon Dillys', 'Hélène Le Gal']","['Marilou Berry', 'Nathalie Baye', 'André Dussollier']","2,6","3,0",,France,Warner Bros. France,642747,['Box Office France'],"['03 au 10 juillet 2013', '10 au 17 juillet 2013']",150 739,54 026
The Farewell,8 janvier 2020,"['Drame', 'Comédie']",1h 40min,Lulu Wang,['Lulu Wang'],"['Shuzhen Zhao', ' Awkwafina', ' X Mayo']","3,3","3,4",,U.S.A.,SND,317273,['Box Office France'],"['08 au 15 janvier 2020', '15 au 22 janvier 2020']",49 752,28 536
Comedy Queen,2 novembre 2022,"['Comédie', 'Drame']",1h 33min,Sanna Lenken,['Linn Gottfridsson'],"['Sigrid Johnson', 'Oscar Töringe', 'Anna Bjelkerud']","3,0","3,6",,Suède,Les Films du Préau,4887,['Box Office France'],"['02 au 9 novembre 2022', '09 au 16 novembre 2022']",1 333,580
Testament of Youth,23 septembre 2015,"['Drame', 'Historique', 'Biopic']",2h 10min,James Kent,['Juliette Towhidi'],"['Alicia Vikander', 'Kit Harington', 'Taron Egerton']","3,6","3,9",,Grande-Bretagne,Mars Films,364642,['Box Office France'],"['23 au 30 septembre 2015', '30 septembre au 7 octobre 2015']",29 139,14 044
Tout pour plaire,16 mars 2005,['Comédie'],1h 45min,Cécile Telerman,"['Cécile Telerman', 'Jérôme Soubeyrand']","['Anne Parillaud', 'Judith Godrèche', 'Mathilde Seigner']","3,4","2,7",,France,Diaphana Films,139516,['Box Office France'],"['16 au 23 mars 2005', '23 au 30 mars 2005']",489 073,319 274
Rush Hour 2,29 août 2001,"['Comédie', 'Action', 'Policier']",1h 30min,Brett Ratner,['Jeff Nathanson'],"['Jackie Chan', 'Chris Tucker', 'John Lone']","3,2","2,8",,U.S.A.,Metropolitan FilmExport,255762,['Box Office France'],"['29 août au 5 septembre 2001', '05 au 12 septembre 2001']",825 350,330 666
Friday Night Lights,,"['Drame', 'Comédie']",1h 57min,Peter Berg,"['Peter Berg', 'David Aaron Cohen']","['Christian Kane', 'Billy Bob Thornton', 'Lucas Black']","3,7",--,,U.S.A.,United International Pictures (UIP),75071,['Box Office US'],"['08 au 11 octobre 2004', '15 au 18 octobre 2004']",20 269 025,12 216 880
"Men, Women & Children",10 décembre 2014,['Comédie dramatique'],1h 59min,Jason Reitman,"['Jason Reitman', 'Erin Cressida Wilson']","['Ansel Elgort', 'Jennifer Garner', 'Adam Sandler']","2,3","3,2",,U.S.A.,Paramount Pictures France,268537,['Box Office France'],"['10 au 17 décembre 2014', '17 au 24 décembre 2014']",21 894,6 073
Les Francis,23 juillet 2014,['Comédie'],1h 25min,Fabrice Begotti,"['Jean-Charles Felli', 'Pierre-Marie Mosconi']","['Lannick Gautry', 'Medi Sadoun', 'Alice David']","3,2","1,8",,France,Mars Films,658698,['Box Office France'],"['23 au 30 juillet 2014', '30 juillet au 6 août 2014']",205 642,118 751
À La Folie,6 avril 2022,['Drame'],1h 22min,Audrey Estrougo,['Audrey Estrougo'],"['Virginie Van Robby', 'Lucie Debay', 'Anne Coesens']","3,0","3,0",,France,Damned Distribution,143996,['Box Office France'],"['06 au 13 avril 2022', '13 au 20 avril 2022']",1 150,230
Café de Flore,25 janvier 2012,['Drame'],2h 00min,Jean-Marc Vallée,['Jean-Marc Vallée'],"['Vanessa Paradis', 'Kevin Parent', 'Hélène Florent']","2,7","3,3",,France,UGC Distribution,1051157,['Box Office France'],"['25 janvier au 1 février 2012', '01 au 8 février 2012']",47 611,18 926
Mortdecai,21 janvier 2015,"['Comédie', 'Policier']",1h 47min,David Koepp,"['Eric Aronson', 'David Koepp']","['Johnny Depp', 'Gwyneth Paltrow', 'Paul Bettany']","2,4","2,2",,U.S.A.,Metropolitan FilmExport,323678,['Box Office France'],"['21 au 28 janvier 2015', '28 janvier au 4 février 2015']",128 410,58 541
Le Lion,29 janvier 2020,"['Comédie', 'Espionnage']",1h 35min,Ludovic Colbeau-Justin,"['Alexandre Coquelle', 'Mathieu Le Nahour']","['Dany Boon', 'Philippe Katerine', 'Anne Serra']","2,4","1,8",,France,Pathé,423322,['Box Office France'],"['29 janvier au 5 février 2020', '05 au 12 février 2020']",253 092,107 201
I'm Not There,5 décembre 2007,"['Comédie dramatique', 'Biopic', 'Musical']",2h 15min,Todd Haynes,"['Todd Haynes', 'Oren Moverman']","['Christian Bale', 'Cate Blanchett', 'Marcus Carl Franklin']","3,9","3,1",,U.S.A.,Diaphana Films,136888,['Box Office France'],"['05 au 12 décembre 2007', '12 au 19 décembre 2007']",48 837,26 963
17 filles,14 décembre 2011,['Comédie dramatique'],1h 27min,Muriel Coulin,"['Delphine Coulin', 'Muriel Coulin', 'Delphine Coulin']","['Louise Grinberg', 'Juliette Darche', 'Roxane Duran']","3,8","2,7",,France,Diaphana Distribution,1169538,['Box Office France'],"['14 au 21 décembre 2011', '21 au 28 décembre 2011']",30 948,10 439
What a Girl Wants,23 juillet 2003,['Comédie'],1h 44min,Dennie Gordon,"['Elizabeth Chandler', 'Jenny Bicks']","['Amanda Bynes', 'Colin Firth', 'Kelly Preston']","2,0","2,8",,U.S.A.,Warner Bros. France,116903,['Box Office US'],"['04 au 7 avril 2003', '11 au 14 avril 2003']",12 060 000,6 700 000
The Lazarus Effect,11 mars 2015,['Epouvante-horreur'],1h 23min,David Gelb,"['Luke Dawson', 'Jeremy Slater']","['Mark Duplass', 'Olivia Wilde', 'Donald Glover']","2,3","1,9","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Metropolitan FilmExport,301516,['Box Office France'],"['11 au 18 mars 2015', '18 au 25 mars 2015']",101 092,77 233
Toute ressemblance...,27 novembre 2019,['Comédie dramatique'],1h 23min,Michel Denisot,"['Michel Denisot', 'Karine Angeli']","['Franck Dubosc', 'Jérôme Commandeur', 'Caterina Murino']","1,8","1,5",,France,UGC Distribution,261211,['Box Office France'],"['27 novembre au 4 décembre 2019', '04 au 11 décembre 2019']",83 401,20 417
The Water Diviner,15 avril 2015,"['Drame', 'Guerre']",1h 51min,Russell Crowe,"['Andrew Knight', 'Andrew Anastasios']","['Russell Crowe', 'Olga Kurylenko', 'Yılmaz Erdoğan']","2,5","3,6",,Australie,Universal Pictures International France,290589,['Box Office France'],"['15 au 22 avril 2015', '22 au 29 avril 2015']",56 523,21 428
Sa Majesté Minor,10 octobre 2007,"['Comédie', 'Fantastique']",1h 41min,Jean-Jacques Annaud,"['Gérard Brach', 'Jean-Jacques Annaud']","['José Garcia', 'Vincent Cassel', 'Sergio Peris-Mencheta']","2,1","1,3",,France,StudioCanal,283163,['Box Office France'],"['10 au 17 octobre 2007', '17 au 24 octobre 2007']",101 297,31 741
Tetro,23 décembre 2009,['Drame'],2h 07min,Francis Ford Coppola,['Francis Ford Coppola'],"['Vincent Gallo', 'Alden Ehrenreich', 'Maribel Verdú']","3,8","3,7",,U.S.A.,Memento Distribution,352072,['Box Office France'],"['23 au 30 décembre 2009', '30 décembre 2009 au 6 janvier 2010']",102 108,90 355
Les Cowboys,25 novembre 2015,['Drame'],1h 45min,Thomas Bidegain,"['Thomas Bidegain', 'Noé Debré']","['François Damiens', 'Finnegan Oldfield', 'Agathe Dronne']","3,5","3,6",,France,Pathé,499330,['Box Office France'],"['25 novembre au 2 décembre 2015', '02 au 9 décembre 2015']",114 382,50 492
