title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris,season,year
birdman,2015-02-25,"Comédie, Drame",60,Alejandro González Iñárritu,"Alejandro González Iñárritu, Nicolás Giacobone","Michael Keaton, Zach Galifianakis, Edward Norton",U.S.A.,Twentieth Century Fox France,263105,4.0,3.8,901733.0,0.0,8.0,6.19,10.7,7.03,7.1,Winter,2015
ce qui nous lie,2017-06-14,"Drame, Comédie",60,Cédric Klapisch,"Cédric Klapisch, Santiago Amigorena","Pio Marmaï, Ana Girardot, François Civil",France,StudioCanal,189571,3.2,3.9,902268.0,0.0,23.82,22.16,25.25,23.82,23.86,Summer,2017
jumanji: welcome to the jungle,2017-12-20,"Fantastique, Action",60,Jake Kasdan,"Chris McKenna, Erik Sommers","Dwayne Johnson, Jack Black, Kevin Hart",U.S.A.,Sony Pictures Releasing France,623931,2.6,3.5,883240.0,90000000.0,16.22,8.16,6.65,6.71,8.58,Winter,2017
holy motors,2012-07-04,"Drame, Fantastique",60,Leos Carax,Leos Carax,"Denis Lavant, Edith Scob, Eva Mendes",France,Les Films du Losange,61441,4.3,3.0,975957.0,4000000.0,21.43,18.46,19.67,21.86,20.18,Summer,2012
the king's speech,2011-02-02,"Biopic, Historique, Drame",60,Tom Hooper,David Seidler,"Colin Firth, Helena Bonham Carter, Derek Jacobi",Grande-Bretagne,Wild Bunch Distribution,494161,4.0,4.3,2458815.0,15000000.0,6.16,7.19,8.07,3.74,6.8,Winter,2011
blackkklansman,2018-08-22,"Biopic, Policier",120,Spike Lee,"Charlie Wachtel, David Rabinowitz","John David Washington, Adam Driver, Topher Grace",U.S.A.,Universal Pictures International France,407099,3.7,4.0,641877.0,15000000.0,22.41,16.18,21.28,22.76,17.84,Summer,2018
à l’abordage,2021-07-21,Comédie,60,Guillaume Brac,"Guillaume Brac, Catherine Paillé","Éric Nantchouang, Salif Cissé, Édouard Sulpice",France,Arte,5612,3.9,3.8,55422.0,0.0,23.44,19.24,22.91,23.86,22.2,Summer,2021
les miens,2022-11-23,Drame,60,Roschdy Zem,"Roschdy Zem,  Maïwenn","Sami Bouajila, Roschdy Zem, Meriem Serbah",France,Le Pacte,98004,3.6,3.6,166471.0,0.0,15.98,7.59,9.56,7.65,8.09,Autumn,2022
16 ans,2023-01-04,"Drame, Romance",60,Philippe Lioret,Philippe Lioret,"Sabrina Levoye, Teïlo Azaïs, Jean-Pierre Lorit",France,Paname Distribution,41119,3.2,3.6,156763.0,0.0,7.59,9.36,9.92,8.83,8.83,Winter,2023
les olympiades,2021-11-03,"Comédie, Romance, Drame",60,Jacques Audiard,"Céline Sciamma, Léa Mysius","Lucie Zhang, Makita Samba, Noémie Merlant",France,Memento Distribution,81883,3.7,3.8,246113.0,0.0,14.9,6.85,8.71,7.05,7.88,Autumn,2021
mon cousin,2020-09-30,Comédie,60,Jan Kounen,"Fabrice Roger-Lacan, Jan Kounen","Vincent Lindon, François Damiens, Pascale Arbillot",France,Pathé,205217,3.0,2.4,237532.0,10854516.0,18.73,13.2,15.16,12.65,12.63,Autumn,2020
unicorn wars,2022-12-28,"Animation, Fantastique, Aventure",60,Alberto Vázquez (II),Alberto Vázquez (II),Ramon Barea,Espagne,UFO Distribution,5340,3.4,3.4,86686.0,0.0,19.01,9.8,12.42,9.95,10.89,Winter,2022
la croisière,2011-04-20,Comédie,60,Pascale Pouzadoux,"Pascale Pouzadoux, Jeanne Le Guillou","Charlotte De Turckheim, Antoine Duléry, Line Renaud",France,Mars Films,250724,2.0,1.6,833813.0,0.0,16.76,17.58,16.63,15.45,18.14,Spring,2011
opération portugal,2021-06-23,Comédie,60,Frank Cimière," D’Jal, Frank Cimière"," D’Jal, Sarah Perles, Pierre Azéma",France,Sony Pictures Releasing France,147706,2.0,1.7,233213.0,1400000.0,19.93,16.53,17.77,21.93,18.42,Summer,2021
limbo,2022-05-04,Drame,60,Ben Sharrock,Ben Sharrock,"Amir El-Masry, Vikash Bhai, Ola Orebiyi",Grande-Bretagne,L'Atelier Distribution,3912,3.9,3.6,51578.0,0.0,16.46,15.1,16.45,16.71,16.04,Spring,2022
sex tape,2014-09-10,Comédie,60,Jake Kasdan,"Kate Angelo, Jason Segel","Cameron Diaz, Jason Segel, Rob Corddry",U.S.A.,Sony Pictures Releasing France,220764,2.2,1.8,527986.0,40000000.0,21.82,16.38,19.57,18.87,17.28,Autumn,2014
retour à séoul,2023-01-25,Drame,60,Davy Chou,"Davy Chou, Laure Badufle","Park Ji-min (II), Oh Kwang-rok, Guka Han",France,Les Films du Losange,44535,3.6,3.3,169076.0,0.0,3.85,4.78,5.29,1.31,3.88,Winter,2023
l'établi,2023-04-05,Drame,60,Mathias Gokalp,"Mathias Gokalp, Nadine Lamari","Swann Arlaud, Mélanie Thierry, Denis Podalydès",France,Le Pacte,27911,3.5,3.8,135101.0,4490000.0,11.62,9.04,12.94,11.34,10.78,Spring,2023
oss 117: alerte rouge en afrique noire,2021-08-04,"Comédie, Espionnage, Aventure",60,Nicolas Bedos,Jean-François Halin,"Jean Dujardin, Pierre Niney, Fatou N'Diaye",France,Gaumont Distribution,685878,2.8,2.7,276754.0,20400000.0,21.18,17.66,20.0,19.32,17.91,Summer,2021
downton abbey,2019-09-25,"Drame, Historique",120,Michael Engler,Julian Fellowes,"Michelle Dockery, Hugh Bonneville, Maggie Smith",Grande-Bretagne,Universal Pictures International France,273446,3.2,3.8,514849.0,20000000.0,21.56,15.54,18.62,18.73,15.92,Autumn,2019
rocketman,2019-05-29,"Biopic, Comédie musicale",120,Dexter Fletcher,Lee Hall,"Taron Egerton, Jamie Bell, Richard Madden",Grande-Bretagne,Paramount Pictures France,277017,3.4,4.0,250041.0,40000000.0,20.8,19.24,20.84,20.2,21.71,Spring,2019
silver linings playbook,2013-01-30,Comédie dramatique,120,David O. Russell,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro",U.S.A.,StudioCanal,283208,3.5,3.8,1982433.0,21000000.0,7.65,7.2,11.18,6.87,8.02,Winter,2013
sonic the hedgehog 2,2022-03-30,"Animation, Famille, Aventure",120,Jeff Fowler,"Patrick Casey, Josh Miller (LVIII)","Jim Carrey, James Marsden, Idris Elba",U.S.A.,Paramount Pictures France,749372,2.9,3.2,72081.0,110000000.0,7.96,6.37,6.85,6.71,6.88,Spring,2022
l'immortel,2010-03-19,Policier,60,Richard Berry,"Richard Berry, Alexandre De La Patellière","Jean Reno, Kad Merad, Marina Foïs",France,EuropaCorp Distribution,475510,2.4,3.3,1254786.0,24000000.0,11.19,11.11,11.8,10.59,11.43,Spring,2010
seules les bêtes,2019-12-04,"Thriller, Policier, Drame",60,Dominik Moll,"Gilles Marchand, Dominik Moll","Denis Ménochet, Laure Calamy, Damien Bonnard",France,Haut et Court,48306,3.7,3.8,343746.0,5000000.0,13.92,5.79,6.91,3.41,4.47,Winter,2019
the witch,2016-06-15,Epouvante-horreur,60,Robert Eggers,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie",U.S.A.,Universal Pictures International France,58580,3.9,2.8,328885.0,3500000.0,17.75,15.18,16.68,16.4,16.47,Summer,2016
alien: covenant,2017-05-10,"Science fiction, Epouvante-horreur, Action",120,Ridley Scott,"John Logan, Dante Harper","Michael Fassbender, Katherine Waterston, Billy Crudup",U.S.A.,Twentieth Century Fox France,675785,3.2,2.8,769358.0,97000000.0,17.62,18.22,18.74,14.57,17.59,Spring,2017
tenki no ko,2020-01-08,"Animation, Drame, Romance",60,Makoto Shinkai,Makoto Shinkai,"Gabriel Bismuth-Bienaimé, Kotaro Daigo, Maryne Bertieaux",Japon,Bac Films,95545,3.8,4.2,621968.0,0.0,7.09,10.08,8.79,6.06,8.52,Winter,2020
black panther,2018-02-14,"Action, Aventure, Science fiction, Fantastique",120,Ryan Coogler,"Joe Robert Cole, Ryan Coogler","Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o",U.S.A.,The Walt Disney Company France,1058869,3.1,3.8,1119025.0,200000000.0,6.09,4.13,9.91,4.75,4.65,Winter,2018
the cakemaker,2018-06-06,Drame,60,Ofir Raul Graizer,Ofir Raul Graizer,"Tim Kalkhof, Sarah Adler, Roy Miller",Allemagne,Damned Distribution,8188,3.2,4.1,119297.0,0.0,20.66,18.2,19.51,22.88,19.73,Summer,2018
the founder,2016-12-28,"Biopic, Drame",60,John Lee Hancock,Robert Siegel,"Michael Keaton, Nick Offerman, John Carroll Lynch",U.S.A.,EuropaCorp Distribution,45991,3.1,3.8,390420.0,15000000.0,11.01,-0.13,3.49,-0.11,-0.19,Winter,2016
comme des frères,2012-11-21,Comédie,60,Hugo Gélin,"Hugo Gélin, Romain Protat","François-Xavier Demaison, Nicolas Duvauchelle, Pierre Niney",France,Stone Angels,154012,3.5,3.8,2308103.0,0.0,17.13,7.89,11.29,11.64,7.82,Autumn,2012
creed,2016-01-13,Drame,120,Ryan Coogler,"Ryan Coogler, Aaron Covington","Michael B. Jordan, Sylvester Stallone, Tessa Thompson",U.S.A.,Warner Bros. France,644093,3.6,4.1,650016.0,37000000.0,2.44,1.59,5.27,1.41,1.91,Winter,2016
j'aime regarder les filles,2011-07-20,Comédie dramatique,60,Frédéric Louf,"Régis Jaulin, Frédéric Louf","Pierre Niney, Audrey Bastien, Lou de Laâge",France,Bac Films,24229,2.9,3.1,710755.0,0.0,18.68,14.09,16.58,16.39,17.35,Summer,2011
fantastic beasts and where to find them,2016-11-16,"Fantastique, Aventure",120,David Yates,J.K. Rowling,"Eddie Redmayne, Katherine Waterston, Dan Fogler",U.S.A.,Warner Bros. France,1420401,3.5,4.0,1262378.0,180000000.0,18.0,9.76,12.22,12.07,9.93,Autumn,2016
dogman,2018-07-11,"Policier, Drame",60,Matteo Garrone,"Ugo Chiti, Massimo Gaudioso","Marcello Fonte, Edoardo Pesce, Nunzia Schiano",Italie,Le Pacte,50241,3.9,3.7,423599.0,0.0,23.87,21.27,23.72,22.77,23.6,Summer,2018
the darkest hour,2012-01-11,"Science fiction, Action, Epouvante-horreur",60,Chris Gorak,Jon Spaihts,"Emile Hirsch, Rachael Taylor, Olivia Thirlby",U.S.A.,Twentieth Century Fox France,105048,1.3,1.7,1941058.0,30000000.0,2.75,4.82,2.38,1.08,3.49,Winter,2012
chamboultout,2019-04-03,Comédie,60,Eric Lavaine,"Eric Lavaine, Bruno Lavaine","Alexandra Lamy, José Garcia, Michaël Youn",France,Gaumont Distribution,324388,3.0,3.0,666998.0,0.0,9.39,8.92,8.55,8.18,7.31,Spring,2019
vivarium,2020-03-11,"Thriller, Science fiction",60,Lorcan Finnegan,Garret Shanley,"Jesse Eisenberg, Imogen Poots, Jonathan Aris",Irlande,The Jokers / Les Bookmakers,15510,3.6,2.6,284744.0,3947600.0,10.2,7.42,11.02,11.78,9.78,Spring,2020
venom: let there be carnage,2021-10-20,"Action, Fantastique",60,Andy Serkis,Kelly Marcel,"Tom Hardy, Woody Harrelson, Michelle Williams",U.S.A.,Sony Pictures Releasing France,676090,1.7,2.1,265806.0,110000000.0,18.1,12.21,13.73,12.44,10.1,Autumn,2021
24 hours to live,2018-01-17,"Action, Thriller",60,Brian Smrz,"Zach Dean, Jim McClain","Ethan Hawke, Paul Anderson, Rutger Hauer",U.S.A.,SND,95319,1.5,2.1,524675.0,0.0,6.79,5.41,10.67,8.32,6.53,Winter,2018
the karate kid,2010-08-18,"Arts Martiaux, Action, Drame, Famille",120,Harald Zwart,Christopher Murphey,"Jaden Smith, Jackie Chan, Taraji P. Henson",U.S.A.,Sony Pictures Releasing France,537271,3.1,3.4,1665474.0,40000000.0,23.75,19.28,22.95,23.6,19.9,Summer,2010
furious 7,2015-04-01,Action,120,James Wan,Chris Morgan,"Vin Diesel, Paul Walker, Jason Statham",U.S.A.,Universal Pictures International France,2158508,3.6,3.7,823388.0,190000000.0,8.87,5.64,10.92,6.18,7.59,Spring,2015
avec amour et acharnement,2022-08-31,"Drame, Romance",60,Claire Denis,"Claire Denis, Christine Angot","Juliette Binoche, Vincent Lindon, Grégoire Colin",France,Ad Vitam,73581,3.1,1.9,93181.0,0.0,24.21,19.06,21.64,23.97,21.39,Summer,2022
 the mauritanian,2021-07-14,"Biopic, Drame, Thriller",120,Kevin Macdonald,"Rory Haines, Sohrab Noshirvani","Tahar Rahim, Jodie Foster, Shailene Woodley",Grande-Bretagne,Metropolitan FilmExport,148446,3.8,4.2,128813.0,0.0,22.72,21.22,24.02,18.96,21.38,Summer,2021
the card counter,2021-12-29,"Thriller, Drame",60,Paul Schrader,Paul Schrader,"Oscar Isaac, Tiffany Haddish, Tye Sheridan",U.S.A.,Condor Distribution,29051,4.2,3.5,176319.0,0.0,19.16,11.33,12.88,9.01,10.57,Winter,2021
rodéo,2022-09-07,Drame,60,Lola Quivoron,"Lola Quivoron, Antonia Buresi","Julie Ledru, Yanis Lafki, Antonia Buresi",France,Les Films du Losange,22033,3.6,1.8,101748.0,1200000.0,23.95,18.09,23.63,22.63,19.39,Autumn,2022
the accountant,2016-11-01,"Action, Thriller, Drame",120,Gavin O'Connor,Bill Dubuque,"Ben Affleck, Anna Kendrick, J.K. Simmons",U.S.A.,Warner Bros. France,180488,3.0,3.9,1018593.0,44000000.0,17.45,9.6,12.13,11.09,11.43,Autumn,2016
suprêmes,2021-11-24,"Biopic, Musical",60,Audrey Estrougo,"Audrey Estrougo, Marcia Romano","Théo Christine, Sandor Funtek, Félix Lefebvre",France,Sony Pictures Releasing France,77095,3.4,3.4,94750.0,0.0,12.68,4.89,5.33,2.41,3.75,Autumn,2021
love and other drugs,2010-12-29,"Romance, Comédie",60,Edward Zwick,"Charles Randolph, Edward Zwick","Jake Gyllenhaal, Anne Hathaway, Oliver Platt",U.S.A.,Twentieth Century Fox France,277687,2.2,3.1,2163745.0,30000000.0,12.13,1.58,4.19,1.45,1.41,Winter,2010
case départ,2011-07-06,Comédie,60,Thomas Ngijol,"Fabrice Eboué, Lionel Steketee, Thomas Ngijol, Fabrice Eboué","Fabrice Eboué, Thomas Ngijol, Stéfi Celma",France,Mars Films,571106,3.0,2.9,5488439.0,0.0,21.6,16.93,20.32,23.91,19.86,Summer,2011
what happened to monday?,2017-08-30,"Science fiction, Thriller",120,Tommy Wirkola,"Max Botkin, Kerry Williamson","Noomi Rapace, Glenn Close, Willem Dafoe",U.S.A.,SND,573072,3.0,3.8,1614248.0,20000000.0,21.42,17.05,17.26,19.39,18.38,Summer,2017
super 8,2011-08-03,Science fiction,60,J.J. Abrams,J.J. Abrams,"Kyle Chandler, Joel Courtney, Elle Fanning",U.S.A.,Paramount Pictures France,734715,3.8,3.7,3975534.0,50000000.0,21.89,18.01,20.23,21.47,18.75,Summer,2011
les pires,2022-12-07,Comédie dramatique,60,Lise Akoka,"Romane Gueret, Lise Akoka, Romane Gueret","Mallory Wanecque, Timéo Mahaut, Johan Heldenbergh",France,Pyramide Distribution,18915,3.9,3.8,115967.0,2600000.0,10.46,0.38,2.52,0.12,0.3,Winter,2022
terminator: dark fate,2019-10-23,"Action, Science fiction",120,Tim Miller,"David S. Goyer, Justin Rhodes","Arnold Schwarzenegger, Linda Hamilton, Mackenzie Davis",U.S.A.,Twentieth Century Fox France,449453,3.0,2.6,459593.0,185000000.0,19.31,12.33,15.06,14.62,11.56,Autumn,2019
percy jackson and the lightning thief,2010-02-10,"Fantastique, Aventure",120,Chris Columbus,"Craig Titley, Chris Columbus","Logan Lerman, Brandon T. Jackson, Pierce Brosnan",U.S.A.,Twentieth Century Fox France,479413,2.5,2.6,2272407.0,95000000.0,0.07,-1.72,0.29,-2.79,-1.45,Winter,2010
the amazing maurice,2023-02-01,"Animation, Fantastique, Aventure, Famille",60,Toby Genkel,"Florian Westermann, Terry Rossio","Hugh Laurie, Emilia Clarke, Himesh Patel",Grande-Bretagne,KMBO,56867,3.5,2.9,143129.0,17000000.0,5.72,7.46,5.88,4.49,5.76,Winter,2023
venom,2018-10-10,"Science fiction, Action",60,Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg","Tom Hardy, Michelle Williams, Riz Ahmed",U.S.A.,Sony Pictures Releasing France,941871,1.8,3.1,1370954.0,116000000.0,22.77,16.2,18.35,18.76,19.55,Autumn,2018
nocturnal animals,2017-01-04,"Drame, Thriller",60,Tom Ford,Tom Ford,"Amy Adams, Jake Gyllenhaal, Michael Shannon",U.S.A.,Universal Pictures International France,124137,2.9,3.8,364025.0,22500000.0,2.07,3.58,3.83,-0.51,2.44,Winter,2017
it chapter two,2019-09-11,Epouvante-horreur,120,Andy Muschietti,Gary Dauberman,"Bill Skarsgård, James McAvoy, Jessica Chastain",U.S.A.,Warner Bros. France,635024,2.8,3.0,278217.0,79000000.0,23.42,16.22,21.81,22.36,19.71,Autumn,2019
madeleine collins,2021-12-22,Drame,60,Antoine Barraud,Antoine Barraud,"Virginie Efira, Bruno Salomone, Quim Gutiérrez",France,Paname Distribution / UFO,68324,3.7,3.3,193225.0,0.0,16.01,3.81,11.09,7.38,6.77,Winter,2021
avengers: infinity war,2018-04-25,"Aventure, Action, Science fiction",120,Joe Russo,"Anthony Russo, Christopher Markus, Stephen McFeely","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo",U.S.A.,The Walt Disney Company France,2565953,3.4,4.3,919160.0,300000000.0,12.9,11.77,11.69,13.6,10.42,Spring,2018
edmond,2019-01-09,"Comédie, Historique",60,Alexis Michalik,Alexis Michalik,"Thomas Solivérès, Olivier Gourmet, Mathilde Seigner",France,Gaumont Distribution,247500,3.6,4.3,452836.0,10000000.0,4.59,5.54,5.91,2.97,6.55,Winter,2019
legend,2016-01-20,"Policier, Biopic",120,Brian Helgeland,Brian Helgeland,"Tom Hardy, Emily Browning, Paul Anderson",Grande-Bretagne,StudioCanal,110406,3.0,3.7,872365.0,25000000.0,5.75,5.87,11.1,4.5,4.28,Winter,2016
saint omer,2022-11-23,"Drame, Judiciaire",120,Alice Diop,"Alice Diop, Amrita David","Kayije Kagame, Guslagie Malanda, Valérie Dréville",France,Les Films du Losange,39560,4.2,2.8,35831.0,0.0,15.98,7.59,9.56,7.65,8.09,Autumn,2022
us,2019-03-20,"Thriller, Epouvante-horreur",60,Jordan Peele,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss",U.S.A.,Universal Pictures International France,285741,3.3,3.1,646814.0,20000000.0,9.4,9.85,10.49,7.56,7.11,Spring,2019
ryu to sobakasu no hime,2021-12-29,"Animation, Aventure, Drame",120,Mamoru Hosoda,Mamoru Hosoda,"Louane Emera, Kaho Nakamura, Antonin Icovic",Japon,Wild Bunch Distribution,54238,3.8,3.8,109661.0,0.0,19.16,11.33,12.88,9.01,10.57,Winter,2021
the martian,2015-10-21,Science fiction,120,Ridley Scott,Drew Goddard,"Matt Damon, Jessica Chastain, Kristen Wiig",U.S.A.,Twentieth Century Fox France,1101028,3.5,4.0,741481.0,108000000.0,18.65,10.98,14.88,12.74,11.67,Autumn,2015
wolfwalkers,2021-10-20,"Animation, Aventure, Famille, Fantastique",60,Tomm Moore,"Ross Stewart, Will Collins","Lévanah Solomon, Honor Kneafsey, Lana Ropion",Irlande,Haut et Court,42627,4.2,4.3,138499.0,12000000.0,18.1,12.21,13.73,12.44,10.1,Autumn,2021
snowden,2016-11-01,"Thriller, Biopic",120,Oliver Stone,"Oliver Stone, Kieran Fitzgerald","Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo",U.S.A.,Pathé,48634,3.3,4.0,795332.0,40000000.0,17.45,9.6,12.13,11.09,11.43,Autumn,2016
eat pray love,2010-09-22,Drame,120,Ryan Murphy,"Jennifer Salt, Ryan Murphy","Julia Roberts, Richard Jenkins, Javier Bardem",U.S.A.,Sony Pictures Releasing France,288645,1.7,2.5,710876.0,60000000.0,18.23,11.77,16.54,13.23,11.61,Autumn,2010
escape room,2019-02-27,Thriller,60,Adam Robitel,"Bragi Schut, Maria Melnik","Taylor Russell, Logan Miller, Deborah Ann Woll",U.S.A.,Sony Pictures Releasing France,300315,2.5,3.2,409616.0,9000000.0,10.17,9.54,12.8,8.66,10.83,Winter,2019
wonder,2017-12-20,"Drame, Famille",60,Stephen Chbosky,"Steve Conrad, Jack Thorne","Julia Roberts, Jacob Tremblay, Owen Wilson",U.S.A.,Metropolitan FilmExport,82140,3.0,4.2,621847.0,20000000.0,16.22,8.16,6.65,6.71,8.58,Winter,2017
les chatouilles,2018-11-14,Drame,60,Andréa Bescond,"Eric Métayer, Andréa Bescond, Eric Métayer","Andréa Bescond, Karin Viard, Clovis Cornillac",France,Orange Studio Distribution / UGC Distribution,123605,3.8,4.1,647118.0,0.0,14.72,5.1,10.02,6.44,6.05,Autumn,2018
kaze tachinu,2014-01-22,"Animation, Drame, Historique, Biopic",120,Hayao Miyazaki,Hayao Miyazaki,"Steve Albert, Hideaki Anno, Miori Takimoto",Japon,The Walt Disney Company France,258144,4.2,4.1,919625.0,0.0,5.51,4.64,8.72,4.96,5.23,Winter,2014
greenland,2020-08-05,"Thriller, Action, Drame",120,Ric Roman Waugh,Chris Sparling,"Gerard Butler, Morena Baccarin, David Denman",U.S.A.,Metropolitan FilmExport,193402,2.9,3.1,248835.0,34000000.0,27.13,26.75,25.47,24.46,26.97,Summer,2020
à plein temps,2022-03-16,Drame,60,Eric Gravel,Eric Gravel,"Laure Calamy, Anne Suarez, Geneviève Mnich",France,Haut et Court,100254,4.0,4.0,212962.0,3000000.0,11.49,11.2,13.85,10.93,10.45,Spring,2022
les jeunes amants,2022-02-02,Romance,60,Carine Tardieu,"Carine Tardieu, Agnès De Sacy","Fanny Ardant, Melvil Poupaud, Cécile de France",France,Diaphana Distribution,152312,3.6,3.9,179713.0,5800000.0,6.54,6.23,8.06,5.6,7.83,Winter,2022
captain marvel,2019-03-06,"Action, Fantastique, Science fiction",120,Anna Boden,"Ryan Fleck, Anna Boden, Ryan Fleck","Brie Larson, Samuel L. Jackson, Jude Law",U.S.A.,The Walt Disney Company France,1254628,3.2,3.5,538954.0,152000000.0,9.57,8.39,10.21,9.97,9.27,Spring,2019
ashkal,2023-01-25,"Thriller, Drame, Policier",60,Youssef Chebbi,"Youssef Chebbi, François-Michel Allegrini","Fatma Oussaifi, Mohamed Houcine Grayaa, Rami Harrabi",Tunisie,Jour2fête,12336,3.7,3.1,59362.0,0.0,3.85,4.78,5.29,1.31,3.88,Winter,2023
les tuche 4,2021-12-08,Comédie,60,Olivier Baroux,"Olivier Baroux, Philippe Mechelen","Jean-Paul Rouve, Isabelle Nanty, Michel Blanc",France,Pathé,852098,3.0,1.8,273483.0,0.0,14.54,6.53,8.22,2.86,6.08,Winter,2021
un petit frère,2023-02-01,Drame,60,Léonor Serraille,Léonor Serraille,"Annabelle Lengronne, Stéphane Bak, Kenzo Sambin",France,Diaphana Distribution,18993,3.5,3.5,16057.0,3900000.0,5.72,7.46,5.88,4.49,5.76,Winter,2023
l'immensità,2023-01-11,Drame,60,Emanuele Crialese,"Emanuele Crialese, Francesca Manieri","Penélope Cruz, Vincenzo Amato, Luana Giuliani",Italie,Pathé,91906,3.2,3.3,38209.0,0.0,6.76,7.36,9.68,6.79,7.95,Winter,2023
the visit,2015-10-07,Epouvante-horreur,60,M. Night Shyamalan,M. Night Shyamalan,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan",U.S.A.,Universal Pictures International France,147220,3.4,3.1,469381.0,5000000.0,17.5,9.51,13.01,12.25,11.73,Autumn,2015
antigang,2015-08-19,"Action, Policier",60,Benjamin Rocher,"François Loubeyre, Tristan Schulmann","Jean Reno, Caterina Murino, Alban Lenoir",France,SND,193422,2.3,2.9,1388174.0,0.0,22.57,19.55,21.62,19.53,18.17,Summer,2015
star wars: the rise of skywalker,2019-12-18,"Science fiction, Aventure",120,J.J. Abrams,"Chris Terrio, J.J. Abrams","Daisy Ridley, Adam Driver, Oscar Isaac",U.S.A.,The Walt Disney Company France,2420710,3.1,3.0,599650.0,250000000.0,18.45,8.5,11.69,11.52,9.55,Winter,2019
trois nuits par semaine,2022-11-09,"Comédie, Romance",60,Florent Gouëlou,Florent Gouëlou,"Pablo Pauly, Romain Eck, Hafsia Herzi",France,Pyramide Distribution,15360,3.1,3.7,123557.0,2300000.0,17.67,8.97,12.88,12.11,9.4,Autumn,2022
detachment,2012-02-01,Drame,60,Tony Kaye,Carl Lund,"Adrien Brody, Marcia Gay Harden, James Caan",U.S.A.,Pretty Pictures,58554,2.8,4.0,753666.0,0.0,-2.57,-4.89,-2.12,-6.15,-4.69,Winter,2012
deadpool,2016-02-10,"Comédie, Action",60,Tim Miller,"Rhett Reese, Paul Wernick","Ryan Reynolds, Morena Baccarin, Ed Skrein",U.S.A.,Twentieth Century Fox France,1575661,3.1,4.0,1355934.0,58000000.0,4.8,2.57,7.1,4.52,3.83,Winter,2016
the secret life of walter mitty,2014-01-01,"Aventure, Comédie dramatique",60,Ben Stiller,Steve Conrad,"Ben Stiller, Kristen Wiig, Shirley MacLaine",U.S.A.,Twentieth Century Fox France,427049,3.2,3.9,939293.0,90000000.0,8.27,9.93,11.27,9.92,9.23,Winter,2014
rush,2013-09-25,"Drame, Biopic",120,Ron Howard,Peter Morgan,"Chris Hemsworth, Daniel Brühl, Olivia Wilde",U.S.A.,Pathé,149696,4.1,4.3,531165.0,38000000.0,21.98,14.18,20.16,18.91,17.64,Autumn,2013
