,genre,duration,nationality,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris,season,is_holiday,proportion_stars_actors,proportion_stars_producers,proportion_stars_director,distributor_avg_frequency
892,Action,132,U.S.A.,272508,3.0,3.3,684340.0,150000000.0,21.23,17.75,17.29,19.96,15.16,Autumn,False,0.33,0.0,0,154.0
893,"Action, Fantastique, Aventure",137,U.S.A.,1083208,3.0,3.5,2188564.0,215000000.0,21.43,18.46,19.67,21.86,20.18,Summer,False,0.67,0.0,0,154.0
894,"Science fiction, Action, Fantastique",116,U.S.A.,1212285,2.9,3.5,2558979.0,200000000.0,22.43,20.14,22.72,22.31,19.98,Summer,False,0.33,0.0,0,107.0
895,"Romance, Drame, Comédie",100,France,443269,4.1,4.0,3681996.0,15000000.0,18.68,11.91,14.57,13.58,12.32,Autumn,False,0.33,0.0,0,184.0
896,"Action, Thriller, Arts Martiaux",101,U.S.A.,117503,3.7,3.7,1969838.0,1100000.0,20.4,17.11,21.11,22.56,16.23,Summer,False,0.0,0.0,0,142.0
897,Drame,88,Portugal,12574,3.3,3.7,83704.0,0.0,11.13,8.03,12.42,10.19,9.99,Spring,True,0.0,0.0,0,15.0
898,Comédie,88,France,121740,3.3,3.4,324601.0,0.0,22.91,18.86,25.29,25.32,22.07,Summer,False,0.33,0.0,0,207.0
899,Drame,168,Canada,30726,3.5,4.2,563566.0,9500000.0,20.99,17.87,19.95,19.85,18.27,Summer,True,0.0,1.0,1,24.0
900,Comédie,100,France,228843,3.2,2.7,685845.0,0.0,18.88,11.03,16.36,14.02,12.98,Autumn,False,0.33,0.0,0,150.0
901,"Action, Comédie",96,U.S.A.,162311,2.9,2.9,351740.0,28000000.0,22.57,19.55,21.62,19.53,18.17,Summer,True,0.33,0.0,0,258.0
902,"Comédie, Romance",97,Grande-Bretagne,23381,3.2,3.7,99569.0,0.0,13.1,3.52,5.51,4.56,3.89,Autumn,False,0.33,0.0,0,134.0
903,"Biopic, Drame",110,U.S.A.,205082,3.5,3.5,266019.0,32000000.0,4.85,4.46,10.01,4.83,0.94,Winter,False,1.0,0.0,0,258.0
904,"Comédie, Musical",95,France,376835,2.8,2.7,1454157.0,17289533.0,16.54,14.09,14.84,15.24,14.51,Summer,False,0.0,0.0,0,243.0
905,Comédie,92,France,118883,3.8,3.4,218151.0,0.0,21.59,17.69,21.26,23.35,21.63,Summer,False,0.33,0.0,0,139.0
906,Comédie,94,France,20495,2.9,3.0,115590.0,3800000.0,18.97,11.02,17.17,15.74,11.94,Autumn,False,0.0,0.0,0,95.0
907,Comédie,85,France,151796,1.9,1.9,449179.0,0.0,21.56,15.54,18.62,18.73,15.92,Autumn,False,0.33,0.0,0,156.0
908,"Aventure, Action",118,U.S.A.,667523,2.6,3.2,612056.0,94000000.0,7.25,5.55,7.16,7.85,4.69,Spring,False,0.33,0.0,0,184.0
909,"Animation, Famille",79,France,171967,3.7,4.0,154662.0,0.0,13.07,0.8,8.75,4.75,1.06,Winter,False,0.33,0.0,0,161.0
910,Comédie,108,France,45538,3.4,3.5,94832.0,0.0,23.68,20.56,22.88,25.23,20.75,Summer,True,0.0,0.0,0,124.0
911,"Comédie, Comédie dramatique",136,U.S.A.,273989,3.2,2.1,330962.0,68000000.0,5.33,5.34,7.77,6.47,5.07,Winter,False,0.67,0.0,0,107.0
912,"Action, Thriller",112,U.S.A.,88083,3.0,3.3,176911.0,20000000.0,13.1,3.52,5.51,4.56,3.89,Autumn,False,0.0,0.0,0,243.0
913,"Epouvante-horreur, Thriller",99,U.S.A.,75483,2.7,2.4,89466.0,17000000.0,14.72,8.09,8.16,5.36,5.98,Autumn,False,0.0,0.0,0,114.0
914,"Drame, Comédie",118,Suède,842,3.5,3.3,358834.0,0.0,3.94,2.8,6.18,2.33,3.37,Winter,False,0.0,0.0,0,50.5
915,Policier,102,France,75885,2.8,3.7,2510964.0,0.0,16.86,6.15,10.78,10.84,8.51,Autumn,False,0.33,0.5,1,124.0
916,Aventure,122,Grande-Bretagne,313160,2.9,3.9,572420.0,55000000.0,19.04,14.1,16.14,12.91,13.05,Autumn,False,0.67,0.0,0,243.0
917,Drame,101,France,137684,3.9,3.7,398968.0,6900000.0,22.41,16.85,22.89,22.95,21.37,Summer,True,0.0,1.0,1,127.0
918,Comédie dramatique,103,France,14143,2.9,2.6,17424.0,0.0,1.73,1.7,1.29,0.82,1.84,Winter,False,0.33,0.0,0,22.0
919,"Thriller, Action",115,U.S.A.,163624,3.7,3.3,590827.0,20000000.0,7.63,5.93,8.44,6.67,6.13,Spring,False,0.33,0.0,0,150.0
920,"Drame, Thriller",96,Espagne,13450,3.0,3.8,389452.0,0.0,21.43,18.46,19.67,21.86,20.18,Summer,False,0.0,0.0,0,95.0
921,"Romance, Drame, Erotique",118,U.S.A.,1618110,1.5,2.4,1072686.0,55000000.0,5.44,3.18,7.78,7.12,3.11,Winter,True,0.67,0.0,0,243.0
922,"Epouvante-horreur, Thriller",93,U.S.A.,209337,2.5,2.2,97978.0,0.0,22.96,15.85,19.56,18.61,17.76,Autumn,True,0.0,0.0,0,258.0
923,Drame,95,U.S.A.,17431,3.6,3.7,184103.0,0.0,16.96,8.61,11.61,9.5,9.08,Autumn,False,0.0,0.0,0,23.0
924,Comédie,103,France,52377,2.7,3.2,35217.0,3830000.0,14.48,11.15,15.9,14.83,13.54,Spring,True,0.0,0.0,0,4.0
925,"Biopic, Drame",130,U.S.A.,31818,3.1,3.8,144627.0,20000000.0,4.97,6.03,5.37,3.26,4.17,Winter,True,0.0,0.0,0,243.0
926,Comédie,97,France,19809,1.8,2.1,1206606.0,0.0,1.8,0.11,1.99,-0.9,-0.22,Winter,True,0.33,0.0,0,124.0
927,Drame,121,U.S.A.,45083,3.2,4.0,247788.0,25000000.0,6.77,7.08,9.67,4.24,6.88,Winter,False,0.33,0.0,0,258.0
928,Drame,111,U.S.A.,111341,4.2,3.9,813353.0,4000000.0,7.22,6.5,9.39,7.39,7.8,Winter,False,0.0,0.0,0,150.0
929,"Action, Fantastique",101,U.S.A.,657288,2.0,1.8,1325674.0,1500000.0,23.54,20.48,21.88,21.96,21.36,Summer,True,0.33,0.0,0,165.0
930,Drame,94,France,279414,3.7,3.3,1459485.0,0.0,22.65,19.05,21.24,19.31,19.64,Summer,True,0.0,1.0,1,150.0
931,"Comédie dramatique, Romance, Drame, Comédie",100,France,12118,3.8,3.7,126595.0,0.0,10.46,0.38,2.52,0.12,0.3,Winter,False,0.0,0.0,0,15.0
932,Drame,121,Japon,178544,4.5,4.2,649407.0,0.0,12.77,2.98,8.05,0.62,2.19,Winter,False,0.0,0.0,0,207.0
933,"Drame, Historique",125,Russie,12018,3.8,3.9,86340.0,0.0,11.63,9.31,13.95,12.14,9.74,Spring,False,0.0,0.0,0,9.0
934,Drame,149,U.S.A.,60642,3.4,3.0,413509.0,20000000.0,7.35,5.59,9.45,5.49,6.21,Spring,True,0.67,0.0,0,184.0
935,"Comédie dramatique, Drame, Comédie",98,France,41397,2.9,2.4,81792.0,0.0,3.85,4.78,5.29,1.31,3.88,Winter,False,0.33,0.0,0,124.0
936,"Aventure, Policier",107,France,642629,2.8,2.4,1607368.0,25000000.0,12.43,9.26,13.13,13.66,11.11,Spring,True,0.33,1.0,1,56.0
937,"Action, Espionnage, Thriller",123,U.S.A.,120131,2.8,2.7,158814.0,75000000.0,3.51,2.53,7.31,2.82,3.88,Winter,False,0.67,0.0,0,142.0
938,Thriller,86,France,35011,3.7,3.5,148498.0,0.0,24.11,21.36,21.35,22.83,23.0,Summer,True,0.0,0.0,0,129.0
939,"Comédie dramatique, Drame, Comédie",115,France,53656,3.9,2.9,201317.0,0.0,6.92,5.66,8.07,5.99,5.88,Spring,True,0.33,0.0,0,55.0
940,"Aventure, Famille",100,France,199085,2.8,3.6,324410.0,11900000.0,17.37,13.14,12.33,9.73,10.64,Autumn,False,0.0,0.0,0,161.0
941,"Action, Drame",117,Grande-Bretagne,291506,3.5,4.0,1779890.0,28000000.0,13.88,10.41,15.08,15.36,12.54,Spring,True,0.67,0.0,0,258.0
942,"Aventure, Famille",105,France,228478,3.2,2.7,147201.0,0.0,9.14,8.34,10.18,9.98,10.18,Winter,True,0.0,0.0,0,156.0
943,Drame,116,Grande-Bretagne,239977,3.9,4.2,496532.0,15000000.0,6.79,5.41,10.67,8.32,6.53,Winter,False,0.33,0.0,0,165.0
944,Epouvante-horreur,98,U.S.A.,512895,2.1,2.1,979348.0,6500000.0,20.89,13.82,17.85,15.99,15.78,Autumn,False,0.0,0.0,0,184.0
945,"Thriller, Drame",111,U.S.A.,343622,2.4,1.8,457164.0,25000000.0,13.36,5.42,5.99,4.06,5.35,Autumn,False,0.67,0.0,1,165.0
946,"Action, Espionnage",150,Grande-Bretagne,2203549,3.0,3.6,758021.0,245000000.0,20.59,13.48,15.21,13.37,15.9,Autumn,False,1.0,0.0,0,154.0
947,"Epouvante-horreur, Thriller",88,U.S.A.,124044,3.4,2.7,353641.0,13500000.0,25.0,24.02,20.74,25.84,24.42,Summer,True,0.33,0.0,0,107.0
948,"Drame, Musical",158,Grande-Bretagne,127909,2.3,3.1,939692.0,0.0,4.37,2.74,8.0,1.85,2.27,Winter,False,1.0,0.0,0,243.0
949,"Comédie, Romance",94,France,158922,3.3,3.6,162495.0,0.0,14.72,8.09,8.16,5.36,5.98,Autumn,False,0.33,0.0,0,127.0
950,"Science fiction, Thriller",111,U.S.A.,79311,2.8,2.2,415546.0,25000000.0,9.39,8.92,8.55,8.18,7.31,Spring,False,0.0,0.0,0,258.0
951,"Historique, Policier, Aventure",119,France,268859,2.9,3.2,830819.0,0.0,17.75,8.0,11.71,9.01,9.02,Winter,False,0.33,0.0,0,124.0
952,"Science fiction, Aventure, Action",134,U.S.A.,1798117,3.7,4.1,914892.0,200000000.0,13.47,6.02,6.05,0.57,4.73,Winter,False,0.33,0.0,0,114.0
953,Drame,103,Suisse,7640,3.4,3.2,16231.0,5600000.0,6.76,7.36,9.68,6.79,7.95,Winter,False,0.0,0.0,0,127.0
954,"Animation, Fantastique, Aventure",73,France,15477,3.7,3.6,85348.0,0.0,5.72,7.46,5.88,4.49,5.76,Winter,False,0.0,0.0,0,95.0
955,Epouvante-horreur,94,U.S.A.,105972,2.0,1.5,117223.0,10000000.0,5.31,5.15,6.6,5.75,6.05,Winter,False,0.0,0.0,0,154.0
956,"Animation, Aventure, Famille, Comédie",100,U.S.A.,1505679,4.2,4.2,589193.0,175000000.0,24.56,19.41,25.31,28.82,23.28,Summer,False,0.33,0.0,0,114.0
957,"Drame, Policier",128,U.S.A.,198197,4.0,4.1,949627.0,20000000.0,8.44,9.35,11.23,9.15,8.47,Winter,False,0.33,0.0,0,184.0
958,"Drame, Historique",162,U.S.A.,163009,3.8,3.6,910225.0,46000000.0,5.44,3.18,7.78,7.12,3.11,Winter,True,1.0,0.5,1,258.0
959,Drame,111,France,78880,4.0,3.8,151845.0,4300000.0,16.46,15.1,16.45,16.71,16.04,Spring,True,0.33,0.0,0,158.0
960,Comédie,87,France,167617,1.8,2.1,121943.0,8300000.0,11.49,11.2,13.85,10.93,10.45,Spring,False,0.33,0.0,0,139.0
961,"Drame, Policier",111,U.S.A.,59772,3.2,3.5,259223.0,29000000.0,3.63,5.28,2.98,3.03,5.84,Winter,True,0.33,0.0,0,154.0
962,"Biopic, Comédie, Drame",107,U.S.A.,221977,3.2,3.7,608226.0,10000000.0,8.99,4.93,10.38,10.59,7.03,Spring,False,0.67,0.0,1,161.0
963,"Drame, Comédie",95,France,36415,3.6,2.7,333514.0,0.0,24.69,20.21,23.17,22.84,23.22,Summer,True,0.0,0.0,0,86.0
964,"Drame, Romance",114,France,35039,3.7,3.4,121460.0,0.0,19.84,13.26,17.92,14.62,13.38,Autumn,False,0.33,0.0,0,70.0
965,"Action, Thriller, Epouvante-horreur",104,U.S.A.,173729,3.2,2.3,158336.0,18000000.0,21.18,17.66,20.0,19.32,17.91,Summer,True,0.0,0.0,0,243.0
966,"Thriller, Action",90,U.S.A.,144754,3.8,2.9,293805.0,33000000.0,24.69,20.21,23.17,22.84,23.22,Summer,True,0.33,0.0,0,142.0
967,"Animation, Comédie, Famille",85,U.S.A.,422524,3.1,3.2,705064.0,100000000.0,9.39,8.92,8.55,8.18,7.31,Spring,False,0.0,0.0,0,107.0
968,Comédie,96,France,353369,2.1,2.0,2560768.0,0.0,22.2,20.99,25.29,21.41,18.33,Summer,False,0.0,0.0,0,139.0
969,Comédie,91,France,116540,3.0,1.6,268064.0,16438275.0,22.72,21.22,24.02,18.96,21.38,Summer,True,1.0,0.5,0,161.0
970,"Action, Science fiction",117,U.S.A.,102010,3.3,3.7,1027832.0,200000000.0,22.12,17.52,22.76,22.14,20.2,Summer,True,0.0,0.0,0,114.0
971,"Science fiction, Thriller, Drame",108,Grande-Bretagne,48368,4.0,2.6,784362.0,13300000.0,19.66,15.85,18.53,20.73,17.18,Summer,False,0.33,0.0,0,127.0
972,"Thriller, Policier",94,France,102231,2.6,2.7,287153.0,0.0,18.0,9.76,12.22,12.07,9.93,Autumn,False,0.33,0.0,0,243.0
973,"Drame, Epouvante-horreur",106,Islande,13930,3.4,2.9,119731.0,0.0,19.16,11.33,12.88,9.01,10.57,Winter,True,0.33,0.0,0,49.0
974,Comédie,101,France,179006,3.1,3.4,147283.0,0.0,6.73,6.03,7.92,7.81,5.88,Winter,True,0.0,0.0,0,124.0
975,Drame,120,Espagne,20951,3.9,3.6,67809.0,0.0,1.73,1.7,1.29,0.82,1.84,Winter,False,0.0,0.0,0,158.0
976,"Animation, Drame, Romance",129,Japon,33202,3.7,4.3,286385.0,0.0,22.41,16.18,21.28,22.76,17.84,Summer,True,0.0,0.0,0,23.0
977,"Animation, Fantastique",117,Japon,36672,4.1,4.4,1271383.0,0.0,21.57,16.34,19.87,18.15,18.51,Summer,True,0.0,0.0,0,83.0
978,"Guerre, Drame, Action",107,France,133098,1.2,3.3,1410314.0,10000000.0,19.1,12.28,13.35,13.33,12.52,Autumn,True,0.33,0.0,0,161.0
979,Famille,108,France,26744,2.6,3.6,109790.0,0.0,12.23,10.47,14.11,13.23,11.32,Spring,False,0.0,0.0,0,156.0
980,Comédie,85,France,171863,2.0,2.7,1280550.0,0.0,7.89,7.46,6.79,6.7,8.48,Spring,True,0.33,0.0,0,124.0
981,Comédie,98,France,117938,3.1,2.8,335866.0,0.0,21.54,16.66,18.78,17.91,17.33,Autumn,False,0.67,1.0,1,161.0
982,"Drame, Biopic, Historique",132,U.S.A.,866723,4.1,4.1,1021901.0,60000000.0,3.68,2.61,6.34,4.25,3.19,Winter,False,0.67,0.0,1,184.0
983,"Comédie, Drame",141,Italie,47900,3.4,4.0,580936.0,9200000.0,13.13,10.25,13.09,10.23,11.06,Spring,False,0.0,0.0,0,156.0
984,"Comédie, Romance",112,U.S.A.,64399,2.6,2.8,134354.0,23000000.0,6.73,6.03,7.92,7.81,5.88,Winter,True,0.0,0.0,0,243.0
985,"Comédie, Policier",82,France,3310,3.1,3.4,171507.0,0.0,9.7,9.23,8.61,9.18,9.5,Spring,False,0.0,1.0,1,54.0
986,"Drame, Action",108,U.S.A.,174284,3.3,3.8,865941.0,110000000.0,18.71,11.45,15.47,13.92,11.73,Autumn,False,0.67,0.0,0,142.0
987,"Animation, Famille, Aventure",86,France,928153,3.7,3.9,905255.0,0.0,16.82,8.54,9.35,8.68,8.53,Winter,False,0.33,0.0,0,142.0
988,Comédie,95,France,297436,2.2,1.7,455775.0,0.0,6.79,5.41,10.67,8.32,6.53,Winter,False,0.33,0.0,0,161.0
989,"Drame, Romance",102,France,16502,4.0,3.8,99035.0,0.0,23.82,17.19,22.03,23.9,20.96,Autumn,False,0.0,0.0,0,158.0
990,"Action, Thriller",119,France,280773,2.1,3.3,814388.0,34000000.0,22.21,18.23,24.52,20.73,19.55,Summer,True,0.33,1.0,1,156.0
991,Comédie,110,U.S.A.,189452,2.9,3.6,824118.0,37000000.0,20.7,16.82,17.7,15.78,15.21,Autumn,False,0.0,0.0,0,184.0
992,Drame,120,Liban,108057,3.0,4.3,602396.0,4000000.0,18.43,11.78,13.98,12.64,11.75,Autumn,False,0.0,0.0,0,124.0
993,Drame,111,France,255461,3.3,4.0,1004828.0,10000000.0,15.25,8.2,8.8,8.25,10.02,Autumn,False,0.0,0.0,0,139.0
994,Animation,81,France,70068,4.3,4.2,210377.0,0.0,14.43,5.57,9.29,6.03,6.24,Autumn,False,0.0,0.0,0,79.0
995,"Epouvante-horreur, Aventure",110,U.S.A.,206429,1.7,1.8,193090.0,7000000.0,8.92,7.49,10.26,9.22,10.62,Winter,True,0.0,0.0,0,154.0
996,Epouvante-horreur,100,Taïwan,18013,3.2,2.8,106278.0,0.0,23.66,19.65,26.55,22.6,22.49,Summer,False,0.0,0.0,0,2.0
997,"Aventure, Comédie, Fantastique",136,U.S.A.,1693713,2.5,3.3,3604474.0,379000000.0,18.87,15.15,19.54,21.64,18.03,Spring,False,0.67,0.0,0,114.0
998,"Drame, Epouvante-horreur, Science fiction",84,U.S.A.,458842,3.4,3.5,4044211.0,15000000.0,7.36,7.52,8.24,4.8,8.26,Winter,True,0.67,0.0,0,165.0
999,Drame,114,France,406076,3.1,4.1,613062.0,21400000.0,-1.02,-0.29,0.59,-4.8,-3.6,Winter,False,0.33,0.0,0,124.0
1000,"Action, Drame, Science fiction",146,U.S.A.,1425123,3.6,3.9,976768.0,130000000.0,12.46,5.51,3.18,-0.66,6.26,Autumn,False,0.33,0.0,0,258.0
1001,"Comédie, Policier",110,U.S.A.,318773,2.7,2.9,571725.0,70000000.0,18.91,16.13,18.7,18.34,17.38,Summer,False,1.0,0.0,0,184.0
1002,"Action, Aventure, Romance",110,U.S.A.,220403,2.3,2.2,1534385.0,0.0,18.68,11.91,14.57,13.58,12.32,Autumn,False,0.0,0.0,0,139.0
1003,Comédie dramatique,86,France,36523,2.4,2.0,124336.0,0.0,21.05,14.44,21.08,16.35,16.37,Autumn,False,0.67,0.0,0,75.0
1004,"Comédie, Drame",110,U.S.A.,132498,3.4,3.0,1433000.0,7000000.0,26.34,24.04,24.7,27.3,22.65,Summer,True,0.67,0.0,0,116.0
1005,"Thriller, Action, Drame",93,U.S.A.,116929,2.7,2.4,128108.0,0.0,25.82,22.64,24.36,24.41,23.67,Summer,True,0.33,0.0,0,243.0
1006,"Animation, Aventure, Action",107,U.S.A.,519450,3.4,3.6,2660283.0,135000000.0,11.57,9.61,11.73,11.73,12.79,Spring,False,0.33,0.0,0,107.0
1007,"Science fiction, Action, Thriller",110,U.S.A.,608085,2.7,3.4,696986.0,115000000.0,22.77,17.39,20.99,21.87,20.61,Summer,True,0.33,0.0,0,154.0
1008,"Aventure, Historique, Fantastique",104,U.S.A.,375857,2.5,2.8,1151481.0,150000000.0,3.6,3.58,7.14,2.34,2.93,Winter,False,0.67,0.0,0,243.0
1009,Comédie,89,France,12319,3.1,3.2,526220.0,0.0,13.36,12.78,14.6,13.4,14.04,Spring,False,0.33,0.0,0,86.0
1010,"Drame, Romance",106,France,120168,3.7,3.7,637637.0,0.0,22.57,19.55,21.62,19.53,18.17,Summer,True,0.33,0.0,0,158.0
1011,Drame,142,France,13046,3.9,3.6,42468.0,0.0,14.31,13.94,14.2,13.95,14.48,Spring,True,0.0,0.0,0,134.0
1012,Comédie,85,France,36400,2.9,1.6,122769.0,0.0,23.55,18.64,25.47,28.01,21.64,Summer,False,0.0,0.0,0,207.0
1013,"Animation, Aventure, Fantastique, Comédie musicale",102,U.S.A.,2500,3.5,3.9,1287954.0,150000000.0,12.76,4.03,5.79,2.75,4.25,Autumn,False,0.0,0.0,0,114.0
1014,"Animation, Drame, Famille",66,Suisse,190027,4.4,4.3,557862.0,8000000.0,16.99,8.39,11.9,12.23,10.45,Autumn,True,0.0,0.0,0,25.0
1015,Comédie,82,France,7912,3.3,2.7,1367598.0,0.0,15.42,13.99,15.16,16.94,13.02,Spring,True,0.5,0.0,0,124.0
1016,Drame,98,France,26007,4.2,3.6,204248.0,0.0,19.93,16.53,17.77,21.93,18.42,Summer,False,0.0,0.0,0,95.0
1017,Comédie,105,France,105828,3.3,3.5,110239.0,0.0,16.65,8.11,10.12,9.87,9.17,Autumn,False,0.0,0.0,0,139.0
1018,"Animation, Famille",101,U.S.A.,31099,3.8,4.2,4216982.0,260000000.0,10.03,-2.39,6.07,-1.06,-0.45,Winter,False,0.33,0.0,0,114.0
1019,"Aventure, Famille, Fantastique",106,U.S.A.,1302847,3.8,4.0,1728078.0,4000000.0,11.55,8.44,12.24,11.44,10.64,Spring,True,0.0,0.0,0,114.0
1020,"Fantastique, Science fiction, Drame",141,France,81237,2.8,3.9,673203.0,47000000.0,3.68,2.61,6.34,4.25,3.19,Winter,False,0.33,0.0,0,156.0
1021,"Drame, Fantastique, Thriller",128,U.S.A.,776428,2.7,2.6,3333014.0,50000000.0,2.69,4.67,2.55,0.0,3.25,Winter,False,0.67,0.0,1,184.0
1022,"Action, Science fiction",107,U.S.A.,472608,3.0,3.3,425786.0,3000000.0,13.5,12.44,14.47,13.85,13.73,Spring,False,0.33,0.0,0,107.0
1023,"Animation, Aventure, Comédie",94,U.S.A.,671,3.3,3.8,727606.0,175000000.0,17.98,11.44,11.81,9.33,11.32,Autumn,False,0.0,0.0,0,114.0
1024,Comédie,91,France,72462,2.8,2.4,109636.0,0.0,19.7,16.06,20.81,22.97,18.66,Spring,False,0.33,0.0,0,124.0
1025,"Animation, Fantastique, Aventure, Famille",106,U.S.A.,333361,3.4,3.2,76542.0,90000000.0,24.84,21.73,24.23,24.35,23.9,Summer,True,0.67,0.0,0,184.0
1026,"Drame, Comédie",131,U.S.A.,24843,3.6,3.3,153962.0,1100000.0,6.54,6.23,8.06,5.6,7.83,Winter,False,0.0,0.0,0,207.0
1027,"Animation, Aventure, Comédie",95,U.S.A.,37864,3.5,3.8,2938637.0,185000000.0,20.4,17.09,18.65,19.08,16.16,Summer,True,0.0,0.0,0,114.0
1028,Comédie dramatique,64,Espagne,7112,3.3,2.8,25900.0,0.0,7.59,9.36,9.92,8.83,8.83,Winter,False,0.0,0.0,0,41.0
1029,"Comédie, Drame",118,France,316885,2.9,3.5,562292.0,13000000.0,13.92,5.79,6.91,3.41,4.47,Winter,False,0.67,0.0,0,156.0
1030,"Fantastique, Aventure",97,U.S.A.,627607,3.6,3.7,999311.0,180000000.0,16.57,14.06,15.74,16.81,14.25,Spring,False,0.67,0.0,0,114.0
1031,Comédie,93,France,248024,2.3,2.3,801310.0,0.0,17.75,16.44,19.24,19.22,17.86,Spring,True,0.33,0.0,0,258.0
1032,"Drame, Fantastique",128,U.S.A.,176065,2.8,3.5,1611748.0,65000000.0,0.07,-1.72,0.29,-2.79,-1.45,Winter,True,0.33,0.0,0,107.0
1033,"Biopic, Drame",96,U.S.A.,505048,3.8,4.1,727530.0,60000000.0,11.82,1.42,7.33,0.79,1.57,Autumn,False,0.33,0.0,1,184.0
1034,"Comédie, Historique",98,France,81893,3.1,3.4,166675.0,0.0,23.95,18.09,23.63,22.63,19.39,Autumn,False,0.0,0.0,0,8.5
1035,Drame,104,U.S.A.,17688,3.3,3.4,28058.0,0.0,10.44,6.41,12.82,10.73,12.23,Spring,False,0.0,0.0,0,243.0
1036,"Drame, Musical",120,U.S.A.,11385,3.9,4.1,145096.0,0.0,21.59,17.69,21.26,23.35,21.63,Summer,False,0.0,0.0,0,15.0
1037,"Thriller, Drame",94,France,122946,4.2,4.1,522776.0,0.0,2.69,1.52,4.24,1.48,0.22,Winter,False,0.0,0.0,0,95.0
1038,"Comédie, Drame",97,France,412414,3.5,3.8,651466.0,0.0,15.39,6.58,8.51,7.84,7.0,Autumn,False,0.33,0.0,0,156.0
1039,Comédie,97,France,145097,3.0,3.5,79299.0,0.0,12.23,10.47,14.11,13.23,11.32,Spring,False,0.33,0.0,0,43.0
1040,Thriller,100,Irlande,3406,2.3,3.1,7815.0,0.0,18.3,14.93,21.01,18.26,16.28,Spring,False,0.0,0.0,0,22.0
1041,"Thriller, Drame",115,France,93920,2.8,2.6,406324.0,0.0,23.09,18.57,23.09,26.55,22.26,Summer,False,0.67,0.0,0,134.0
1042,"Action, Thriller",119,U.S.A.,489442,2.3,2.8,492022.0,60000000.0,16.99,8.39,11.9,12.23,10.45,Autumn,True,0.33,0.0,0,107.0
1043,"Animation, Fantastique",100,Japon,71513,3.6,4.0,251213.0,0.0,23.63,20.84,21.53,21.93,20.85,Summer,True,0.0,0.0,0,23.0
1044,"Comédie, Guerre",98,France,102223,3.2,3.5,1237230.0,12156348.0,17.45,9.6,12.13,11.09,11.43,Autumn,True,0.0,0.0,0,161.0
1045,Comédie,100,France,168103,1.5,2.0,129436.0,0.0,26.39,25.1,24.97,26.35,23.52,Summer,True,0.33,0.0,0,139.0
1046,"Animation, Famille",107,France,641055,3.5,4.1,1430085.0,64000000.0,22.6,19.16,21.53,20.28,21.05,Summer,True,0.0,0.0,0,107.0
1047,Epouvante-horreur,90,U.S.A.,170913,3.1,3.3,1018991.0,15000000.0,14.21,12.29,16.29,13.19,11.3,Spring,True,0.0,0.0,0,258.0
1048,"Thriller, Drame",114,France,7643,3.7,2.7,157647.0,0.0,22.96,15.85,19.56,18.61,17.76,Autumn,True,0.0,0.0,0,23.0
1049,"Comédie, Romance",80,Espagne,9767,2.7,2.9,100784.0,0.0,15.75,13.87,14.78,16.44,13.66,Spring,False,0.0,0.0,0,54.0
1050,Comédie,98,France,14166,3.3,2.3,3221473.0,0.0,18.8,15.97,17.9,17.55,14.6,Summer,True,0.33,1.0,1,124.0
1051,Animation,76,France,170049,4.3,4.3,1114267.0,12516654.0,14.82,3.41,8.93,6.8,4.94,Winter,False,0.33,0.0,0,161.0
1052,"Comédie, Musical",91,France,125465,3.3,3.4,109325.0,0.0,19.01,9.8,12.42,9.95,10.89,Winter,True,0.0,0.0,0,139.0
1053,"Drame, Biopic",117,U.S.A.,106158,3.9,4.3,816735.0,5000000.0,5.4,5.33,6.59,5.36,4.7,Winter,False,0.67,0.0,0,139.0
1054,"Guerre, Drame, Historique",127,Grande-Bretagne,127930,3.2,3.4,65544.0,0.0,14.03,13.35,14.83,13.08,11.91,Spring,True,0.33,0.0,0,184.0
1055,Epouvante-horreur,91,U.S.A.,74266,2.9,2.0,111421.0,25000000.0,19.28,12.93,16.04,14.36,14.09,Autumn,False,0.0,0.0,0,243.0
1056,"Drame, Romance",118,Grande-Bretagne,167192,4.0,4.0,512682.0,11800000.0,2.44,1.59,5.27,1.41,1.91,Winter,False,0.33,0.0,0,139.0
1057,"Fantastique, Aventure",145,U.S.A.,2537450,3.2,4.0,3139741.0,250000000.0,10.0,-0.79,3.77,-0.37,0.4,Autumn,False,0.67,0.0,0,184.0
1058,Thriller,100,U.S.A.,634,2.0,3.1,133389.0,0.0,19.66,13.31,16.37,16.98,13.62,Autumn,False,0.67,0.0,0,165.0
1059,Comédie,92,France,155491,1.4,1.9,140560.0,0.0,23.68,20.56,22.88,25.23,20.75,Summer,True,0.33,0.0,0,142.0
1060,"Historique, Drame",126,Grande-Bretagne,218083,3.7,4.1,356794.0,30000000.0,7.0,5.69,10.81,10.15,7.33,Winter,True,0.33,0.0,0,243.0
1061,"Biopic, Musical, Drame",117,France,185696,3.0,3.3,457495.0,0.0,11.08,8.4,12.14,8.55,9.33,Spring,True,0.67,0.0,0,156.0
1062,"Animation, Famille, Comédie",93,France,302,3.5,3.4,260936.0,0.0,6.54,6.23,8.06,5.6,7.83,Winter,False,0.33,0.0,0,142.0
1063,Drame,188,France,32707,4.0,3.7,92942.0,0.0,22.86,19.61,20.78,22.06,19.85,Summer,True,0.0,0.0,0,76.0
