title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views
Parlez-moi de vous,11 janvier 2012,Comédie dramatique,1h 29min,Pierre Pinaud,,"Karin Viard, Nicolas Duvauchelle, Nadia Barentin",,France,Diaphana Distribution,Box Office France,131118,"3,1","3,2",767917
Underworld - Blood Wars,15 février 2017,"Action, Fantastique, Epouvante-horreur",1h 31min,Anna Foerster,Cory Goodman,"Kate Beckinsale, Theo James, Tobias Menzies",Interdit aux moins de 12 ans,U.S.A.,Sony Pictures Releasing France,Box Office France,169417,"1,5","2,6",360487
Papa Ou maman 2,7 décembre 2016,Comédie,1h 30min,Martin Bourboulon,"Alexandre De La Patellière, Matthieu Delaporte","Laurent Lafitte, Marina Foïs, Alexandre Desrousseaux",,France,Pathé,Box Office France,391706,"3,3","3,6",825960
Thir13en Ghosts,16 janvier 2002,"Epouvante-horreur, Fantastique",1h 31min,Steve Beck,"Neal Stevens, Richard D'Ovidio","Shannon Elizabeth, Tony Shalhoub, F. Murray Abraham",Interdit aux moins de 12 ans,U.S.A.,Columbia TriStar Films,Box Office France,147613,"2,3","1,7",71457
Live By Night,18 janvier 2017,"Thriller, Action, Policier",2h 09min,Ben Affleck,Ben Affleck,"Ben Affleck, Zoe Saldana, Elle Fanning","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Warner Bros. France,Box Office France,141441,"2,9","3,3",534485
Layer Cake,,Policier,1h 41min,Matthew Vaughn,J.J. Connolly,"Daniel Craig, Tom Hardy, Jamie Foreman",Interdit aux moins de 12 ans,Grande-Bretagne,Gaumont Columbia Tristar Films,Box Office US,328497,"3,1","3,5",98051
Le Fils à Jo,29 décembre 2010,Comédie dramatique,1h 35min,Philippe Guillard,Philippe Guillard,"Gérard Lanvin, Olivier Marchal, Vincent Moscato",,France,Gaumont Distribution,Box Office France,16205,"2,4","3,3",1543104
Mammuth,21 avril 2010,Comédie,1h 32min,Gustave Kervern,"Benoît Delépine, Gustave Kervern, Benoît Delépine","Gérard Depardieu, Yolande Moreau, Anna Mouglalis",,France,Ad Vitam,Box Office France,200405,"3,7","2,7",843139
Baishe: Yuanqi,9 février 2022,"Animation, Fantastique, Romance",1h 38min,Ji Zhao,"Amp Wong,  Damao","Zhe Zhang, Tianxiang Yang, He Zhang",à partir de 8 ans (children's film),Chine,KMBO,Box Office France,37105,"3,2","3,6",131661
La Fille Inconnue,12 octobre 2016,Drame,1h 46min,Luc Dardenne,"Jean-Pierre Dardenne, Luc Dardenne, Jean-Pierre Dardenne","Adèle Haenel, Olivier Bonnaud, Jérémie Renier",,Belgique,Diaphana Distribution,Box Office France,84067,"3,1","2,9",268891
Joséphine,19 juin 2013,"Comédie, Romance",1h 28min,Agnès Obadia,"Agnès Obadia, Samantha Mazeras","Marilou Berry, Mehdi Nebbou, Bérengère Krief",,France,UGC Distribution,Box Office France,232325,"3,2","3,0",1212410
Mariages !,21 avril 2004,Comédie,1h 41min,Valérie Guignabodet,Valérie Guignabodet,"Jean Dujardin, Mathilde Seigner, Antoine Duléry",,France,Pan Européenne Edition,Box Office France,533360,"2,4","2,2",100517
The Water Horse: Legend of the Deep,13 février 2008,"Fantastique, Aventure, Famille",1h 52min,Jay Russell,Robert Nelson Jacobs,"Emily Watson, Alex Etel, Ben Chaplin",à partir de 8 ans (children's film),Australie,Sony Pictures Releasing France,Box Office France,161685,"2,9","3,0",317165
Microbe et Gasoil,8 juillet 2015,"Comédie, Famille, Aventure",1h 44min,Michel Gondry,Michel Gondry,"Ange Dargent, Théophile Baquet, Audrey Tautou",,France,StudioCanal,Box Office France,42712,"4,0","3,6",301703
Une Famille à Louer,19 août 2015,"Comédie, Romance",1h 37min,Jean-Pierre Améris,"Murielle Magellan, Jean-Pierre Améris","Benoît Poelvoorde, Virginie Efira, François Morel",,France,StudioCanal,Box Office France,303670,"2,6","2,4",667867
Systemsprenger,22 juin 2020,Drame,1h 58min,Nora Fingscheidt,Nora Fingscheidt,"Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Allemagne,Ad Vitam,Box Office France,15710,"3,5","3,5",143615
The Science of Sleep,16 août 2006,"Comédie, Fantastique, Romance",1h 45min,Michel Gondry,Michel Gondry,"Sacha Bourdo, Stéphane Metzger, Pierre Vaneck",,France,Gaumont Columbia Tristar Films,Box Office France,195631,"3,9","3,3",210027
Dragonfly,5 juin 2002,"Drame, Fantastique, Thriller",1h 44min,Tom Shadyac,"Mike Thompson, Brandon Camp","Kevin Costner, Kathy Bates, Susanna Thompson",,U.S.A.,381 611 entrées,Box Office France,185365,"2,3","2,4",34032
Elizabeth,11 novembre 1998,"Historique, Drame",2h 04min,Shekhar Kapur,Michael Hirst,"Cate Blanchett, Joseph Fiennes, Geoffrey Rush",,Grande-Bretagne,PolyGram Film Distribution,Box Office France,48243,"3,7",--,38233
Killer Elite,26 octobre 2011,"Thriller, Action",1h 57min,Gary McKendry,Matt Sherring,"Jason Statham, Clive Owen, Robert De Niro","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Australie,UGC Distribution,Box Office France,161843,"2,1","2,9",1216890
Before the Devil Knows You Are Dead,26 septembre 2007,"Thriller, Drame",1h 56min,Sidney Lumet,Kelly Masterson,"Philip Seymour Hoffman, Ethan Hawke, Marisa Tomei",,U.S.A.,UGC Ph,Box Office France,74208,"3,8","3,4",18015
Kono Sekai No Katasumi Ni,6 septembre 2017,"Animation, Drame, Historique",2h 05min,Sunao Katabuchi,Sunao Katabuchi,"Kaycie Chase,  Non, Yoshimasa Hosoya",,Japon,Septième Factory,Box Office France,14301,"4,3","4,2",190003
L'Affaire Farewell,23 septembre 2009,"Thriller, Drame, Historique",1h 53min,Christian Carion,"Eric Raynaud, Christian Carion","Emir Kusturica, Guillaume Canet, Alexandra Maria Lara",,France,Pathé,Box Office France,259383,"3,3","3,3",475247
The Last Exorcism,15 septembre 2010,Epouvante-horreur,1h 27min,Daniel Stamm,"Huck Botko, Andrew Gurland","Ashley Bell, Patrick Fabian, Iris Bahr",Interdit aux moins de 16 ans,France,StudioCanal,Box Office France,150181,"2,9","1,7",1522019
River of Grass,4 septembre 2019,Drame,1h 14min,Kelly Reichardt,"Kelly Reichardt, Jesse Hartman","Lisa Bowman, Larry Fessenden, Dick Russell",,U.S.A.,Splendor Films,Box Office France,2568,"3,6","3,4",
Mes jours de gloire,26 février 2020,Comédie,1h 39min,Antoine de Bary,"Elias Belkeddar, Antoine de Bary","Vincent Lacoste, Emmanuelle Devos, Christopher Lambert",,France,Bac Films,Box Office France,31894,"2,9","2,0",363732
Le Baltringue,27 janvier 2010,"Comédie, Policier",1h 26min,Cyril Sebas,"Bibi Naceri, Fred B.","Vincent Lagaf', Philippe Cura, Frédéric Vilches",,France,MC4 Distribution,Box Office France,30315,"1,0","1,0",417952
Wildlife,19 décembre 2018,Drame,1h 45min,Paul Dano,"Zoe Kazan, Paul Dano","Carey Mulligan, Jake Gyllenhaal, Ed Oxenbould",,U.S.A.,ARP Sélection,Box Office France,40565,"3,9","3,5",626044
Un Village presque parfait,11 février 2015,Comédie,1h 38min,Stéphane Meunier,Jérôme L'hotsky,"Didier Bourdon, Lorànt Deutsch, Lionnel Astier",,France,SND,Box Office France,233221,"2,1","3,0",939607
À Ma Soeur !,7 mars 2001,Drame,1h 33min,Catherine Breillat,Catherine Breillat,"Anaïs Reboux, Roxane Mesquida, Libero De Rienzo",Interdit aux moins de 12 ans,France,Rezo Films,Box Office France,40713,"3,7","1,9",33326
La abuela,6 avril 2022,Epouvante-horreur,1h 40min,Paco Plaza,Carlos Vermut,"Almudena Amor, Vera Valdez, Karina Kolokolchykova",Interdit aux moins de 12 ans,Espagne,Wild Bunch Distribution,Box Office France,45509,"3,6","2,3",64661
Intimacy,28 mars 2001,"Drame, Erotique",2h 00min,Patrice Chéreau,"Hanif Kureishi, Anne-Louise Trividic","Mark Rylance, Kerry Fox, Timothy Spall",Interdit aux moins de 12 ans,France,Bac Films,Box Office France,126407,"4,1","3,4",96771
Cigarettes et chocolat chaud,14 décembre 2016,Comédie,1h 38min,Sophie Reine,"Sophie Reine, Gladys Marciano","Gustave Kervern, Camille Cottin, Héloïse Dugas",,France,Diaphana Distribution,Box Office France,64971,"3,6","3,5",294749
Biutiful,20 octobre 2010,Drame,2h 18min,Alejandro González Iñárritu,"Armando Bo, Alejandro González Iñárritu","Javier Bardem, Maricel Álvarez, Eduard Fernández","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Espagne,ARP Sélection,Box Office France,120923,"3,3","3,7",572658
Diary of a Wimpy Kid,27 octobre 2010,Comédie,1h 34min,Thor Freudenthal,"Jeff Filgo, Jackie Filgo","Zachary Gordon, Steve Zahn, Rachael Harris",à partir de 10 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office France,1235,"1,3","2,5",114593
The Gift,,"Drame, Thriller",1h 48min,Joel Edgerton,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton",,U.S.A.,Netflix France,Box Office US,6509604,"3,4",--,91436
The Eagle,4 mai 2011,"Péplum, Aventure, Drame",1h 51min,Kevin Macdonald,Jeremy Brock,"Channing Tatum, Jamie Bell, Denis O'Hare",,Grande-Bretagne,Metropolitan FilmExport,Box Office France,124506,"3,1","3,0",943909
The Rite,9 mars 2011,"Drame, Epouvante-horreur, Thriller",1h 52min,Mikael Hafstrom,Michael Petroni,"Anthony Hopkins, Colin O'Donoghue, Alice Braga",Interdit aux moins de 12 ans,U.S.A.,Warner Bros. France,Box Office France,372683,"2,1","2,5",2133756
Mon pire cauchemar,9 novembre 2011,"Comédie, Romance",1h 43min,Anne Fontaine,"Nicolas Mercier, Anne Fontaine","Isabelle Huppert, Benoît Poelvoorde, André Dussollier",,France,Pathé,Box Office France,377935,"3,0","2,3",2079683
De Helaasheid der Dingen,30 décembre 2009,Comédie dramatique,1h 48min,Felix Van Groeningen,"Felix Van Groeningen, Christophe Dirickx","Johan Heldenbergh, Koen De Graeve, Pauline Grossen",,Belgique,MK2 Diffusion,Box Office France,35906,"3,8","3,7",310547
Oliver Twist,19 octobre 2005,"Drame, Judiciaire",2h 10min,Roman Polanski,Ronald Harwood,"Barney Clark, Harry Eden, Ben Kingsley",à partir de 10 ans (children's film),France,Pathé,Box Office France,482752,"3,5","3,2",144835
The Penguins of Madagascar,17 décembre 2014,"Animation, Comédie, Famille",1h 33min,Simon J. Smith,"Eric Darnell, John Aboud, Michael Colton","Xavier Fagnon, Tom McGrath, Gilles Morvan",à partir de 6 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office France,810558,"3,2","3,3",618380
Bakjwi,30 septembre 2009,"Drame, Epouvante-horreur, Thriller",2h 13min,Park Chan-Wook,"Park Chan-Wook, Seo-kyeong Jeong","Song Kang-Ho, Ok-Bin Kim, In-hwan Park",Interdit aux moins de 12 ans,Corée du Sud,Le Pacte,Box Office France,29697,"3,3","3,1",607577
The Spy Who Dumped Me,8 août 2018,"Comédie, Espionnage, Action",1h 57min,Susanna Fogel,"David Iserson, Susanna Fogel","Mila Kunis, Kate McKinnon, Justin Theroux","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Metropolitan FilmExport,Box Office France,99529,"2,8","2,5",147540
The Other Side Of The Door,1 juin 2016,Epouvante-horreur,1h 36min,Johannes Roberts,"Johannes Roberts, Ernest Riera","Sarah Wayne Callies, Jeremy Sisto, Suchitra Pillai-Malik",Interdit aux moins de 12 ans,Grande-Bretagne,Twentieth Century Fox France,Box Office France,103087,"2,3","2,0",192396
Epic Movie,4 avril 2007,Comédie,1h 32min,Jason Friedberg,"Aaron Seltzer, Jason Friedberg, Aaron Seltzer","Kal Penn, Adam Campbell, Jennifer Coolidge",,U.S.A.,Twentieth Century Fox France,Box Office France,136000,"1,0","1,1",595411
Trouble With The Curve,21 novembre 2012,Drame,1h 51min,Robert Lorenz,Randy Brown,"Clint Eastwood, Amy Adams, Justin Timberlake",,U.S.A.,Warner Bros. France,Box Office France,134985,"2,6","3,4",872199
Parlez-moi de la pluie,17 septembre 2008,Comédie,1h 38min,Agnès Jaoui,"Agnès Jaoui, Jean-Pierre Bacri","Agnès Jaoui, Jean-Pierre Bacri, Jamel Debbouze",,France,StudioCanal,Box Office France,414296,"3,3","2,4",356239
The Birth of a Nation,11 janvier 2017,"Biopic, Historique, Drame",2h 00min,Nate Parker,Nate Parker,"Nate Parker, Armie Hammer, Mark Boone Junior",Interdit aux moins de 12 ans,U.S.A.,Twentieth Century Fox France,Box Office France,59104,"2,7","3,6",415272
Le Grand jeu,16 décembre 2015,Thriller,1h 39min,Nicolas Pariser,Nicolas Pariser,"Melvil Poupaud, André Dussollier, Clémence Poésy",,France,Bac Films,Box Office France,43381,"3,7","2,4",319645
L'Été l’éternité,4 mai 2022,"Drame, Romance",1h 15min,Émilie Aussel,"Émilie Aussel, Emmanuelle Bayamack-Tam","Agathe Talrich, Marcia Guedj-Feugeas, Matthieu Lucci",,France,Shellac,Box Office France,991,"2,9","2,2",102502
Coursier,24 février 2010,"Comédie, Policier",1h 35min,Hervé Renoh,"Hervé Renoh, Romain Lévy","Michaël Youn, Géraldine Nakache, Jimmy Jean-Louis",,France,EuropaCorp Distribution,Box Office France,146264,"2,6","2,0",728621
Guermantes,29 septembre 2021,Comédie,2h 19min,Christophe Honoré,Christophe Honoré,"Claude Mathieu, Anne Kessler, Eric Genovese",,France,Memento Distribution,Box Office France,5141,"3,4","2,6",96826
The Tree,11 août 2010,Comédie dramatique,1h 40min,Julie Bertuccelli,Julie Bertuccelli,"Charlotte Gainsbourg, Morgan Davies, Marton Csokas",,France,Le Pacte,Box Office France,122440,"3,4","3,4",365430
Push,4 février 2009,"Science fiction, Action",1h 50min,Paul McGuigan,David Bourla,"Dakota Fanning, Camilla Belle, Chris Evans",,U.S.A.,SND,Box Office France,38559,"2,3","2,3",482450
La Nuit a dévoré le monde,7 mars 2018,"Fantastique, Epouvante-horreur",1h 34min,Dominique Rocher (II),"Guillaume Lemans, Jérémie Guez","Anders Danielsen Lie, Golshifteh Farahani, Denis Lavant",Interdit aux moins de 12 ans,France,Haut et Court,Box Office France,11718,"3,5","2,7",274435
Willy 1er,19 octobre 2016,Comédie dramatique,1h 22min,Marielle Gautier,"Hugo P. Thomas, Ludovic Boukherma, Ludovic Boukherma, Hugo P. Thomas","Daniel Vannet, Noémie Lvovsky, Romain Léger",,France,UFO Distribution,Box Office France,13026,"3,3","3,6",161997
The Last: Naruto the Movie,13 mai 2015,"Animation, Comédie, Romance",1h 57min,Tsuneo Kobayashi,Kyozuka Maruo,"Junko Takeuchi, Nana Mizuki, Jun Fukuyama",à partir de 10 ans (children's film),Japon,Eurozoom,Box Office France,41421,"2,6","3,5",216548
Notorious,24 juin 2009,"Biopic, Drame, Musical",2h 05min,George Tillman Jr.,"Cheo Hodari Coker, Reggie Rock Bythewood","Jamal Woolard, Derek Luke, Angela Bassett",,U.S.A.,Twentieth Century Fox France,Box Office France,74028,"2,4","3,4",287097
The Man Who Wasn't There,7 novembre 2001,"Policier, Drame",1h 56min,Joel Coen,"Joel Coen, Ethan Coen","Peter Schrum, Billy Bob Thornton, Frances McDormand",,U.S.A.,Bac Films,Box Office France,130537,"3,8","3,8",23173
Forushande,9 novembre 2016,Drame,2h 03min,Asghar Farhadi,Asghar Farhadi,"Shahab Hosseini, Taraneh Alidoosti, Babak Karimi",,Iran,Memento Distribution,Box Office France,115172,"3,4","3,8",383818
Au revoir le bonheur,11 janvier 2023,Comédie,1h 47min,Ken Scott,Ken Scott,"François Arnaud, Antoine Bertrand, Louis Morissette",,Canada,Apollo Films,Box Office France,7757,"2,9","3,3",12086
Villa Caprice,2 juin 2021,Thriller,1h 43min,Bernard Stora,"Bernard Stora, Pascale Robert-Diard","Niels Arestrup, Patrick Bruel, Irène Jacob",,France,Bac Films,Box Office France,67576,"3,0","2,5",246327
The Boss Baby: Family Business,18 août 2021,"Animation, Comédie, Famille",1h 47min,Tom McGrath,Michael McCullers,"Alec Baldwin, James Marsden, Amy Sedaris",à partir de 6 ans (children's film),U.S.A.,Universal Pictures International France,Box Office France,362162,"3,5","2,7",68215
De nos frères blessés,23 mars 2022,Drame,1h 35min,Hélier Cisterne,"Hélier Cisterne, Katell Quillévéré","Vincent Lacoste, Vicky Krieps, Jules Langlade",,France,Diaphana Distribution,Box Office France,24444,"3,2","3,3",96652
La Horde,10 février 2010,"Epouvante-horreur, Action",1h 30min,Yannick Dahan,"Benjamin Rocher, Arnaud Bordas, Yannick Dahan","Claude Perron, Jean-Pierre Martins, Eriq Ebouaney",Interdit aux moins de 12 ans avec avertissement,France,Le Pacte,Box Office France,48098,"2,2","2,3",819146
Le Talent De Mes Amis,6 mai 2015,Comédie,1h 38min,Alex Lutz,Alex Lutz,"Alex Lutz, Tom Dingler, Bruno Sanches",,France,StudioCanal,Box Office France,60561,"2,7","2,3",569426
Devil's Due,7 mai 2014,Epouvante-horreur,1h 29min,Matt Bettinelli-Olpin,"Tyler Gillett, Lindsay Devlin","Allison Miller, Zach Gilford, Sam Anderson",Interdit aux moins de 12 ans,U.S.A.,Twentieth Century Fox France,Box Office France,116708,"1,6","1,4",421257
Lars and the Real Girl,24 décembre 2008,"Comédie, Romance",1h 42min,Craig Gillespie,Nancy Oliver,"Ryan Gosling, Patricia Clarkson, Emily Mortimer",,U.S.A.,Diaphana Films,Box Office France,5306,"3,1","3,5",192353
Dr. Seuss' The Grinch,28 novembre 2018,"Animation, Famille",1h 26min,Scott Mosier,"Yarrow Cheney, Michael LeSieur, Tommy Swerdlow","Laurent Lafitte, Benedict Cumberbatch, Lior Chabbat",à partir de 8 ans (children's film),U.S.A.,Universal Pictures International France,Box Office France,581114,"3,1","3,3",692088
Les Parfums,1 juillet 2020,Comédie,1h 41min,Grégory Magne,Grégory Magne,"Emmanuelle Devos, Grégory Montel, Gustave Kervern",,France,Pyramide Distribution,Box Office France,121018,"3,3","3,3",262176
Boutchou,23 septembre 2020,Comédie,1h 18min,Adrien Piquet-Gauthier,"Adrien Piquet-Gauthier, Simon Istolainen","Carole Bouquet, Gérard Darmon, Clémentine Célarié",,France,Orange Studio Distribution / UGC Distribution,Box Office France,76259,"1,7",--,209824
La Femme De Mon Frère,26 juin 2019,Comédie,1h 57min,Monia Chokri,Monia Chokri,"Anne-Elisabeth Bossé, Patrick Hivon, Sasson Gabai",,Canada,Memento Distribution,Box Office France,66137,"3,3","2,8",484327
Grand Central,28 août 2013,"Romance, Drame",1h 34min,Rebecca Zlotowski,"Rebecca Zlotowski, Gaëlle Macé","Tahar Rahim, Léa Seydoux, Olivier Gourmet",,France,Ad Vitam,Box Office France,95280,"3,9","2,9",427292
Slalom,19 mai 2021,Drame,1h 32min,Charlène Favier,"Charlène Favier, Marie Talon","Noée Abita, Jérémie Renier, Marie Denarnaud",,France,Jour2fête,Box Office France,16200,"3,8","3,4",179220
Pathfinder,1 août 2007,"Aventure, Action, Drame, Guerre",1h 40min,Marcus Nispel,Laeta Kalogridis,"Karl Urban, Moon Bloodgood, Clancy Brown",Interdit aux moins de 12 ans,U.S.A.,Twentieth Century Fox France,Box Office US,5001214,"3,3","2,1",34611
Scorpion,21 février 2007,"Action, Drame, Policier",1h 38min,Julien Seri,"Sylvie Verheyde, Julien Seri","Clovis Cornillac, Karole Rocher, Jérôme Le Banner",Interdit aux moins de 12 ans,France,Bac Films,Box Office France,130295,"2,0","2,1",412180
The Brave One,26 septembre 2007,"Thriller, Drame",2h 02min,Neil Jordan,"Cynthia Mort, Bruce A. Taylor","Jodie Foster, Terrence Howard, Naveen Andrews",Interdit aux moins de 12 ans,U.S.A.,Warner Bros. France,Box Office France,148376,"1,8","3,2",213809
Smokin' Aces,1 août 2007,"Action, Comédie, Policier",1h 50min,Joe Carnahan,Joe Carnahan,"Ryan Reynolds, Ray Liotta, Jeremy Piven",Interdit aux moins de 12 ans,France,StudioCanal,Box Office France,60246,"3,1","3,3",316124
The Change-Up,28 décembre 2011,Comédie,1h 52min,David Dobkin,"Jon Lucas, Scott Moore","Ryan Reynolds, Jason Bateman, Leslie Mann",,U.S.A.,Universal Pictures International France,Box Office France,89384,"2,1","2,7",1244270
The Men Who Stare at Goats,10 mars 2010,Comédie,1h 30min,Grant Heslov,Peter Straughan,"George Clooney, Ewan McGregor, Jeff Bridges",,U.S.A.,Sony Pictures Releasing France,Box Office France,165394,"3,1","2,5",603681
